pl_name,hostname,disposition,disc_year,pl_rade,pl_bmasse,pl_eqt,rastr,ra,decstr,dec
EPIC 212813907.01,EPIC 212813907,CANDIDATE,2016,4.370,,,13h47m19.81s,206.8325575,-05d06m21.91s,-5.1060853
EPIC 212813907.01,EPIC 212813907,CANDIDATE,2016,,,,13h47m19.81s,206.8325575,-05d06m21.91s,-5.1060853
EPIC 212817071.01,EPIC 212817071,CANDIDATE,2021,2.047,,,13h44m49.69s,206.2070623,-05d00m16.17s,-5.0044907
EPIC 212821706.01,EPIC 212821706,CANDIDATE,2019,1.460,,,13h31m46.09s,202.9420287,-04d51m10.69s,-4.8529708
EPIC 212830737.01,EPIC 212830737,CANDIDATE,2021,2.869,,,13h58m51.78s,209.7157599,-04d32m53.99s,-4.5483314
EPIC 212833814.01,EPIC 212833814,CANDIDATE,2019,2.470,,,13h41m08.12s,205.2838267,-04d26m15.15s,-4.4375428
EPIC 212839127.01,EPIC 212839127,CANDIDATE,2018,49.500,,,13h27m07.19s,201.7799482,-04d14m53.40s,-4.2481678
EPIC 212844216.01,EPIC 212844216,CANDIDATE,2021,47.553,,,13h29m12.65s,202.3027086,-04d03m26.21s,-4.0572793
EPIC 212865617.01,EPIC 212865617,CANDIDATE,2021,3.131,,,13h46m52.11s,206.7171320,-03d18m51.38s,-3.3142730
EPIC 212870185.01,EPIC 212870185,CANDIDATE,2021,4.886,,,13h34m18.80s,203.5783492,-03d09m19.80s,-3.1555013
EPIC 212883391.01,EPIC 212883391,CANDIDATE,2021,2.628,,,13h31m18.88s,202.8286729,-02d34m45.80s,-2.5793876
EPIC 213123443.01,EPIC 213123443,CANDIDATE,2019,11.300,,,19h04m42.77s,286.1782088,-30d39m22.28s,-30.6561897
EPIC 213408445.01,EPIC 213408445,CANDIDATE,2019,90.000,,,19h19m36.33s,289.9013854,-29d31m48.65s,-29.5301816
EPIC 213462890.01,EPIC 213462890,CANDIDATE,2019,10.400,,,19h16m23.50s,289.0979247,-29d20m12.79s,-29.3368857
EPIC 213546283.01,EPIC 213546283,CANDIDATE,2018,3.800,,,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243
EPIC 213546283.01,EPIC 213546283,CANDIDATE,2018,3.300,,,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243
EPIC 213546283.01,EPIC 213546283,CANDIDATE,2018,3.193,,,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243
EPIC 213546283.01,EPIC 213546283,CANDIDATE,2018,,,,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243
EPIC 213703832.01,EPIC 213703832,CANDIDATE,2018,3.400,,,19h19m30.41s,289.8767127,-28d32m08.20s,-28.5356108
EPIC 213722591.01,EPIC 213722591,CANDIDATE,2019,1.880,,,19h20m21.33s,290.0888610,-28d28m36.11s,-28.4766982
EPIC 213748480.01,EPIC 213748480,CANDIDATE,2019,18.600,,,18h48m05.01s,282.0208728,-28d23m47.02s,-28.3963938
EPIC 213817056.01,EPIC 213817056,CANDIDATE,2018,3.397,,,18h54m35.14s,283.6464363,-28d11m19.85s,-28.1888472
EPIC 213817056.01,EPIC 213817056,CANDIDATE,2018,3.030,,,18h54m35.14s,283.6464363,-28d11m19.85s,-28.1888472
EPIC 213840781.01,EPIC 213840781,CANDIDATE,2018,36.300,,,19h22m14.67s,290.5611381,-28d07m04.53s,-28.1179254
EPIC 213919434.01,EPIC 213919434,CANDIDATE,2019,4.400,,,18h54m14.86s,283.5619075,-27d53m09.54s,-27.8859846
EPIC 213919915.01,EPIC 213919915,CANDIDATE,2019,1.900,,,19h32m18.86s,293.0785743,-27d53m04.31s,-27.8845304
EPIC 213920015.01,EPIC 213920015,CANDIDATE,2018,1.000,,,19h32m18.88s,293.0786854,-27d53m03.28s,-27.8842445
EPIC 214173069.02,K2-379,CANDIDATE,2019,1.400,,,18h52m07.62s,283.0317641,-27d10m50.62s,-27.1807287
EPIC 214234110.01,EPIC 214234110,CANDIDATE,2018,1.871,,,19h13m30.55s,288.3772959,-27d01m01.86s,-27.0171825
EPIC 214234110.01,EPIC 214234110,CANDIDATE,2018,2.040,,,19h13m30.55s,288.3772959,-27d01m01.86s,-27.0171825
EPIC 214254518.01,EPIC 214254518,CANDIDATE,2017,1.120,,,19h01m54.25s,285.4760265,-26d57m46.86s,-26.9630173
EPIC 214254518.01,EPIC 214254518,CANDIDATE,2017,1.038,,,19h01m54.25s,285.4760265,-26d57m46.86s,-26.9630173
EPIC 214512594.01,EPIC 214512594,CANDIDATE,2019,13.200,,,19h14m33.55s,288.6397893,-26d18m33.04s,-26.3091775
EPIC 214522613.01,EPIC 214522613,CANDIDATE,2017,1.160,,,19h14m00.54s,288.5022519,-26d17m03.80s,-26.2843880
EPIC 214611894.01,EPIC 214611894,CANDIDATE,2018,20.500,,,18h45m45.75s,281.4406307,-26d03m54.51s,-26.0651403
EPIC 214630761.01,EPIC 214630761,CANDIDATE,2019,50.000,,,18h45m23.99s,281.3499665,-26d01m10.56s,-26.0196009
EPIC 214741009.01,EPIC 214741009,CANDIDATE,2018,32.900,,,18h44m27.78s,281.1157606,-25d45m13.68s,-25.7537998
EPIC 214741009.01,EPIC 214741009,CANDIDATE,2018,163.000,,,18h44m27.78s,281.1157606,-25d45m13.68s,-25.7537998
EPIC 214888033.01,EPIC 214888033,CANDIDATE,2019,8.700,,,18h43m30.37s,280.8765309,-25d24m39.81s,-25.4110574
EPIC 214912104.01,EPIC 214912104,CANDIDATE,2019,12.200,,,19h19m17.96s,289.8248266,-25d21m21.33s,-25.3559260
EPIC 214984368.01,EPIC 214984368,CANDIDATE,2019,370.000,,,18h43m31.41s,280.8808732,-25d11m36.67s,-25.1935182
EPIC 215101303.01,EPIC 215101303,CANDIDATE,2018,12.700,,,19h17m38.76s,289.4114936,-24d56m09.19s,-24.9358861
EPIC 215101303.01,EPIC 215101303,CANDIDATE,2018,26.200,,,19h17m38.76s,289.4114936,-24d56m09.19s,-24.9358861
EPIC 215125108.01,EPIC 215125108,CANDIDATE,2019,260.000,,,18h48m09.11s,282.0379454,-24d53m03.87s,-24.8844084
EPIC 215171927.01,EPIC 215171927,CANDIDATE,2018,1.440,,,19h40m08.74s,295.0364167,-24d46m58.66s,-24.7829615
EPIC 215171927.01,EPIC 215171927,CANDIDATE,2018,1.600,,,19h40m08.74s,295.0364167,-24d46m58.66s,-24.7829615
EPIC 215171927.02,EPIC 215171927,CANDIDATE,2018,1.360,,,19h40m08.74s,295.0364167,-24d46m58.66s,-24.7829615
EPIC 215171927.02,EPIC 215171927,CANDIDATE,2018,1.520,,,19h40m08.74s,295.0364167,-24d46m58.66s,-24.7829615
EPIC 215175768.01,EPIC 215175768,CANDIDATE,2019,5.600,,,18h47m18.53s,281.8272071,-24d46m29.18s,-24.7747720
EPIC 215234145.01,EPIC 215234145,CANDIDATE,2019,31.700,,,19h44m53.17s,296.2215504,-24d38m57.66s,-24.6493500
EPIC 215353525.01,EPIC 215353525,CANDIDATE,2019,23.100,,,19h36m18.55s,294.0772945,-24d23m47.15s,-24.3964310
EPIC 215358983.01,EPIC 215358983,CANDIDATE,2018,15.300,,,19h37m55.25s,294.4801973,-24d23m05.82s,-24.3849513
EPIC 215364084.01,EPIC 215364084,CANDIDATE,2019,28.000,,,18h46m03.10s,281.5128962,-24d22m27.04s,-24.3741791
EPIC 215381481.01,EPIC 215381481,CANDIDATE,2019,19.500,,,18h47m01.38s,281.7557687,-24d20m15.56s,-24.3376560
EPIC 215389654.01,EPIC 215389654,CANDIDATE,2018,18.400,,,18h54m11.94s,283.5497366,-24d19m15.41s,-24.3209467
EPIC 215502661.01,EPIC 215502661,CANDIDATE,2018,2.400,,,18h48m46.25s,282.1927118,-24d05m03.68s,-24.0843549
EPIC 215525178.01,EPIC 215525178,CANDIDATE,2019,1.270,,,18h54m17.99s,283.5749543,-24d02m14.76s,-24.0374337
EPIC 215714765.01,EPIC 215714765,CANDIDATE,2019,29.900,,,19h35m41.63s,293.9234664,-23d40m42.43s,-23.6784530
EPIC 215717520.01,EPIC 215717520,CANDIDATE,2019,13.660,,,18h43m08.99s,280.7874548,-23d40m24.57s,-23.6734905
EPIC 215739094.01,EPIC 215739094,CANDIDATE,2019,32.200,,,19h16m46.13s,289.1922258,-23d37m56.91s,-23.6324752
EPIC 215816368.01,EPIC 215816368,CANDIDATE,2019,19.430,,,19h43m39.20s,295.9133252,-23d29m13.27s,-23.4870183
EPIC 215854715.01,EPIC 215854715,CANDIDATE,2018,1.717,,,19h32m48.40s,293.2016762,-23d24m54.58s,-23.4151604
EPIC 215854715.01,EPIC 215854715,CANDIDATE,2018,1.800,,,19h32m48.40s,293.2016762,-23d24m54.58s,-23.4151604
EPIC 215894766.01,EPIC 215894766,CANDIDATE,2019,57.000,,,18h42m34.73s,280.6447006,-23d20m27.60s,-23.3409988
EPIC 215938010.01,EPIC 215938010,CANDIDATE,2018,,,,19h25m36.41s,291.4016910,-23d15m39.23s,-23.2608974
EPIC 215938010.01,EPIC 215938010,CANDIDATE,2018,12.400,,,19h25m36.41s,291.4016910,-23d15m39.23s,-23.2608974
EPIC 216050437.01,EPIC 216050437,CANDIDATE,2018,36.950,,,19h34m27.85s,293.6160533,-23d03m10.63s,-23.0529537
EPIC 216050437.01,EPIC 216050437,CANDIDATE,2018,21.900,,,19h34m27.85s,293.6160533,-23d03m10.63s,-23.0529537
EPIC 216111905.01,EPIC 216111905,CANDIDATE,2019,5.600,,,18h45m22.49s,281.3437097,-22d56m24.89s,-22.9402478
EPIC 216114172.01,EPIC 216114172,CANDIDATE,2018,1.677,,,19h40m36.21s,295.1508935,-22d56m10.11s,-22.9361426
EPIC 216114172.01,EPIC 216114172,CANDIDATE,2018,2.020,,,19h40m36.21s,295.1508935,-22d56m10.11s,-22.9361426
EPIC 216166748.01,EPIC 216166748,CANDIDATE,2018,2.315,,,19h27m41.29s,291.9220368,-22d50m26.47s,-22.8406872
EPIC 216166748.01,EPIC 216166748,CANDIDATE,2018,2.550,,,19h27m41.29s,291.9220368,-22d50m26.47s,-22.8406872
EPIC 216212516.01,EPIC 216212516,CANDIDATE,2019,1.480,,,18h48m23.24s,282.0968532,-22d45m26.29s,-22.7573018
EPIC 216231580.01,EPIC 216231580,CANDIDATE,2019,16.300,,,19h40m37.68s,295.1570140,-22d43m18.27s,-22.7217407
EPIC 216334329.01,EPIC 216334329,CANDIDATE,2018,67.300,,,19h12m18.41s,288.0767141,-22d32m03.95s,-22.5344317
EPIC 216357880.01,EPIC 216357880,CANDIDATE,2019,2.210,,,19h08m30.65s,287.1277235,-22d29m31.84s,-22.4921765
EPIC 216363472.01,EPIC 216363472,CANDIDATE,2019,1.810,,,18h46m33.87s,281.6411315,-22d28m56.14s,-22.4822622
EPIC 216387101.01,EPIC 216387101,CANDIDATE,2018,3.442,,,18h56m03.14s,284.0130886,-22d26m22.82s,-22.4396719
EPIC 216876207.01,EPIC 216876207,CANDIDATE,2019,3.300,,,18h45m53.40s,281.4724948,-21d34m04.34s,-21.5678736
EPIC 216892056.01,EPIC 216892056,CANDIDATE,2017,1.900,,,19h26m41.65s,291.6735320,-21d32m24.47s,-21.5401303
EPIC 216892056.01,EPIC 216892056,CANDIDATE,2017,14.870,,,19h26m41.65s,291.6735320,-21d32m24.47s,-21.5401303
EPIC 217084873.01,EPIC 217084873,CANDIDATE,2019,5.310,,,18h53m10.91s,283.2954698,-21d11m54.91s,-21.1985855
EPIC 217084873.02,EPIC 217084873,CANDIDATE,2019,5.230,,,18h53m10.91s,283.2954698,-21d11m54.91s,-21.1985855
EPIC 217149884.01,EPIC 217149884,CANDIDATE,2018,17.000,,,19h22m38.39s,290.6599385,-21d05m02.17s,-21.0839355
EPIC 217231249.01,EPIC 217231249,CANDIDATE,2019,25.310,,,19h12m54.97s,288.2290343,-20d56m22.06s,-20.9394612
EPIC 217393088.01,EPIC 217393088,CANDIDATE,2018,16.600,,,19h17m45.39s,289.4391342,-20d39m15.76s,-20.6543778
EPIC 217393088.01,EPIC 217393088,CANDIDATE,2018,14.300,,,19h17m45.39s,289.4391342,-20d39m15.76s,-20.6543778
EPIC 217855533.01,EPIC 217855533,CANDIDATE,2018,1.781,,,19h20m12.49s,290.0520550,-19d50m35.58s,-19.8432180
EPIC 218170789.01,EPIC 218170789,CANDIDATE,2018,8.989,,,18h51m06.68s,282.7778385,-19d17m04.62s,-19.2846180
EPIC 218170789.01,EPIC 218170789,CANDIDATE,2018,11.900,,,18h51m06.68s,282.7778385,-19d17m04.62s,-19.2846180
EPIC 218195416.01,EPIC 218195416,CANDIDATE,2019,28.800,,,18h54m38.32s,283.6596688,-19d14m23.71s,-19.2399189
EPIC 218300572.01,EPIC 218300572,CANDIDATE,2019,49.000,,,18h48m38.25s,282.1593738,-19d03m03.83s,-19.0510640
EPIC 218304292.01,EPIC 218304292,CANDIDATE,2018,3.458,,,19h12m53.89s,288.2245357,-19d02m40.05s,-19.0444581
EPIC 218304292.01,EPIC 218304292,CANDIDATE,2018,3.130,,,19h12m53.89s,288.2245357,-19d02m40.05s,-19.0444581
EPIC 218332621.01,EPIC 218332621,CANDIDATE,2021,4.253,,,18h48m27.86s,282.1160810,-18d59m36.15s,-18.9933747
EPIC 218621322.01,EPIC 218621322,CANDIDATE,2018,21.900,,,19h01m52.52s,285.4688322,-18d28m05.39s,-18.4681649
EPIC 218695436.01,EPIC 218695436,CANDIDATE,2019,42.600,,,19h21m19.92s,290.3330112,-18d19m44.54s,-18.3290391
EPIC 218701083.01,EPIC 218701083,CANDIDATE,2022,2.594,,,18h48m23.37s,282.0973715,-18d19m05.94s,-18.3183158
EPIC 218701083.01,EPIC 218701083,CANDIDATE,2022,2.139,,,18h48m23.37s,282.0973715,-18d19m05.94s,-18.3183158
EPIC 218709665.01,EPIC 218709665,CANDIDATE,2019,46.000,,,18h47m23.85s,281.8493643,-18d18m07.38s,-18.3020489
EPIC 218711655.01,EPIC 218711655,CANDIDATE,2018,12.300,,,19h01m54.53s,285.4771985,-18d17m54.18s,-18.2983843
EPIC 218874453.01,EPIC 218874453,CANDIDATE,2019,1.800,,,18h59m22.92s,284.8455006,-17d59m19.56s,-17.9887680
EPIC 218901589.01,EPIC 218901589,CANDIDATE,2019,0.867,,,19h04m19.64s,286.0818194,-17d56m20.05s,-17.9389031
EPIC 218952024.01,EPIC 218952024,CANDIDATE,2019,1.670,,,18h52m54.83s,283.2284684,-17d50m40.46s,-17.8445713
EPIC 218973982.01,EPIC 218973982,CANDIDATE,2019,16.100,,,19h15m38.59s,288.9107894,-17d47m51.34s,-17.7975944
EPIC 219111248.01,EPIC 219111248,CANDIDATE,2019,2.310,,,19h15m10.81s,288.7950464,-17d30m04.77s,-17.5013251
EPIC 219114906.01,EPIC 219114906,CANDIDATE,2019,1.024,,,19h05m14.77s,286.3115516,-17d29m36.14s,-17.4933728
EPIC 219256848.01,EPIC 219256848,CANDIDATE,2018,170.000,,,19h02m42.91s,285.6788112,-17d10m38.20s,-17.1772769
EPIC 219256848.01,EPIC 219256848,CANDIDATE,2018,591.100,,,19h02m42.91s,285.6788112,-17d10m38.20s,-17.1772769
EPIC 219266595.01,EPIC 219266595,CANDIDATE,2019,1.480,,,19h13m40.73s,288.4196985,-17d09m17.35s,-17.1548189
EPIC 219388192.01,EPIC 219388192,CANDIDATE,2018,10.980,,,19h17m34.03s,289.3917955,-16d52m18.22s,-16.8717267
EPIC 219388192.01,EPIC 219388192,CANDIDATE,2018,9.600,,,19h17m34.03s,289.3917955,-16d52m18.22s,-16.8717267
EPIC 219388192.01,EPIC 219388192,CANDIDATE,2018,9.978,,,19h17m34.03s,289.3917955,-16d52m18.22s,-16.8717267
EPIC 219420915.01,EPIC 219420915,CANDIDATE,2018,26.100,,,19h10m02.61s,287.5108560,-16d47m36.95s,-16.7935986
EPIC 219420915.01,EPIC 219420915,CANDIDATE,2018,36.200,,,19h10m02.61s,287.5108560,-16d47m36.95s,-16.7935986
EPIC 219480273.01,EPIC 219480273,CANDIDATE,2019,1.980,,,19h12m40.75s,288.1698110,-16d38m49.43s,-16.6470643
EPIC 219610716.01,EPIC 219610716,CANDIDATE,2019,12.400,,,19h13m33.93s,288.3913859,-16d18m35.56s,-16.3098775
EPIC 219747794.01,EPIC 219747794,CANDIDATE,2019,118.000,,,19h17m42.29s,289.4262202,-15d55m46.34s,-15.9295397
EPIC 219747794.02,EPIC 219747794,CANDIDATE,2019,37.000,,,19h17m42.29s,289.4262202,-15d55m46.34s,-15.9295397
EPIC 219760360.01,EPIC 219760360,CANDIDATE,2019,70.000,,,19h13m33.12s,288.3879939,-15d53m33.39s,-15.8926085
EPIC 220168663.01,EPIC 220168663,CANDIDATE,2019,2.330,,,01h05m10.64s,16.2943175,-01d15m55.61s,-1.2654462
EPIC 220170303.02,K2-203,CANDIDATE,2019,1.180,,,00h51m05.69s,12.7736909,-01d11m45.18s,-1.1958844
EPIC 220173278.01,EPIC 220173278,CANDIDATE,2019,2.420,,,01h12m58.79s,18.2449774,-01d03m38.89s,-1.0608041
EPIC 220187552.01,EPIC 220187552,CANDIDATE,2018,32.500,,,01h19m54.12s,19.9755085,-00d29m00.67s,-0.4835202
EPIC 220187552.01,EPIC 220187552,CANDIDATE,2018,17.700,,,01h19m54.12s,19.9755085,-00d29m00.67s,-0.4835202
EPIC 220192485.01,EPIC 220192485,CANDIDATE,2018,8.850,,,01h16m31.37s,19.1306968,-00d17m24.37s,-0.2901030
EPIC 220192485.01,EPIC 220192485,CANDIDATE,2018,8.488,,364,01h16m31.37s,19.1306968,-00d17m24.37s,-0.2901030
EPIC 220192485.01,EPIC 220192485,CANDIDATE,2018,8.683,,,01h16m31.37s,19.1306968,-00d17m24.37s,-0.2901030
EPIC 220198551.01,EPIC 220198551,CANDIDATE,2019,6.200,,,01h18m30.45s,19.6268781,-00d03m23.03s,-0.0563983
EPIC 220198551.01,EPIC 220198551,CANDIDATE,2019,4.007,,1325,01h18m30.45s,19.6268781,-00d03m23.03s,-0.0563983
EPIC 220201207.01,EPIC 220201207,CANDIDATE,2019,41.000,,,01h14m34.79s,18.6449742,+00d02m19.36s,0.0387098
EPIC 220204960.01,EPIC 220204960,CANDIDATE,2019,23.800,,,00h48m32.65s,12.1360299,+00d10m18.50s,0.1718046
EPIC 220207765.01,EPIC 220207765,CANDIDATE,2018,1.990,,,01h24m01.92s,21.0079792,+00d16m27.95s,0.2744310
EPIC 220207765.01,EPIC 220207765,CANDIDATE,2018,1.880,,,01h24m01.92s,21.0079792,+00d16m27.95s,0.2744310
EPIC 220209578.01,EPIC 220209578,CANDIDATE,2018,26.100,,,01h17m50.88s,19.4619984,+00d20m31.03s,0.3419519
EPIC 220209578.01,EPIC 220209578,CANDIDATE,2018,36.900,,,01h17m50.88s,19.4619984,+00d20m31.03s,0.3419519
EPIC 220209578.01,EPIC 220209578,CANDIDATE,2018,15.126,,884,01h17m50.88s,19.4619984,+00d20m31.03s,0.3419519
EPIC 220228500.01,EPIC 220228500,CANDIDATE,2019,3.950,,,01h14m21.22s,18.5884331,+01d00m17.27s,1.0047964
EPIC 220228500.01,EPIC 220228500,CANDIDATE,2019,3.947,,1282,01h14m21.22s,18.5884331,+01d00m17.27s,1.0047964
EPIC 220245303.01,EPIC 220245303,CANDIDATE,2018,1.110,,,00h43m12.50s,10.8020706,+01d28m14.10s,1.4705845
EPIC 220245303.01,EPIC 220245303,CANDIDATE,2018,1.062,,,00h43m12.50s,10.8020706,+01d28m14.10s,1.4705845
EPIC 220256496.02,K2-211,CANDIDATE,2019,1.470,,,01h24m25.48s,21.1061587,+01d42m17.68s,1.7049101
EPIC 220258394.01,EPIC 220258394,CANDIDATE,2018,19.500,,,00h42m58.24s,10.7426517,+01d44m33.71s,1.7426959
EPIC 220260084.01,EPIC 220260084,CANDIDATE,2019,2.700,,,01h20m31.98s,20.1332675,+01d46m44.71s,1.7790852
EPIC 220263105.01,EPIC 220263105,CANDIDATE,2019,28.100,,,01h06m20.02s,16.5834301,+01d50m51.15s,1.8475425
EPIC 220267210.01,EPIC 220267210,CANDIDATE,2019,0.784,,,00h52m14.13s,13.0588652,+01d56m20.10s,1.9389164
EPIC 220275625.01,EPIC 220275625,CANDIDATE,2019,0.970,,,01h10m23.59s,17.5982731,+02d06m50.05s,2.1139020
EPIC 220280237.01,EPIC 220280237,CANDIDATE,2019,36.000,,,01h31m16.23s,22.8176397,+02d12m42.05s,2.2116819
EPIC 220282718.01,EPIC 220282718,CANDIDATE,2019,11.400,,,00h49m04.08s,12.2670046,+02d15m59.61s,2.2665570
EPIC 220287611.01,EPIC 220287611,CANDIDATE,2019,2.030,,,01h10m09.72s,17.5404862,+02d22m21.06s,2.3725166
EPIC 220288191.01,EPIC 220288191,CANDIDATE,2019,15.300,,,01h32m58.73s,23.2447096,+02d23m06.73s,2.3852035
EPIC 220288594.01,EPIC 220288594,CANDIDATE,2019,1.240,,,00h55m08.84s,13.7868519,+02d23m37.16s,2.3936565
EPIC 220290988.01,EPIC 220290988,CANDIDATE,2019,2.720,,,01h05m09.98s,16.2915890,+02d26m40.61s,2.4446141
EPIC 220292715.01,EPIC 220292715,CANDIDATE,2018,4.300,,,01h13m07.53s,18.2813835,+02d28m48.88s,2.4802441
EPIC 220292715.01,EPIC 220292715,CANDIDATE,2018,4.158,,,01h13m07.53s,18.2813835,+02d28m48.88s,2.4802441
EPIC 220294712.01,EPIC 220294712,CANDIDATE,2018,3.119,,,01h12m38.84s,18.1618438,+02d31m18.48s,2.5217995
EPIC 220294712.01,EPIC 220294712,CANDIDATE,2018,3.000,,,01h12m38.84s,18.1618438,+02d31m18.48s,2.5217995
EPIC 220294712.01,EPIC 220294712,CANDIDATE,2018,3.430,,,01h12m38.84s,18.1618438,+02d31m18.48s,2.5217995
EPIC 220299658.01,EPIC 220299658,CANDIDATE,2021,197.025,,,01h15m30.65s,18.8777180,+02d37m20.50s,2.6223599
EPIC 220309058.01,EPIC 220309058,CANDIDATE,2019,2.740,,,00h39m56.99s,9.9874639,+02d49m52.83s,2.8313412
EPIC 220315508.01,EPIC 220315508,CANDIDATE,2019,1.110,,,01h15m19.58s,18.8315922,+02d57m53.30s,2.9648061
EPIC 220316844.01,EPIC 220316844,CANDIDATE,2019,25.200,,,00h45m28.83s,11.3701409,+02d59m36.28s,2.9934105
EPIC 220317172.01,EPIC 220317172,CANDIDATE,2018,1.325,,,01h08m34.17s,17.1423772,+02d59m58.19s,2.9994981
EPIC 220317172.01,EPIC 220317172,CANDIDATE,2018,1.300,,,01h08m34.17s,17.1423772,+02d59m58.19s,2.9994981
EPIC 220322327.01,EPIC 220322327,CANDIDATE,2019,3.800,,,01h28m29.12s,22.1213485,+03d06m46.13s,3.1128150
EPIC 220336320.01,EPIC 220336320,CANDIDATE,2018,21.300,,,01h06m45.20s,16.6883478,+03d24m26.34s,3.4073158
EPIC 220342163.01,EPIC 220342163,CANDIDATE,2019,2.500,,,00h58m12.66s,14.5527365,+03d31m44.70s,3.5290844
EPIC 220393791.01,EPIC 220393791,CANDIDATE,2019,2.160,,,01h02m53.28s,15.7219909,+04d35m27.07s,4.5908520
EPIC 220395416.01,EPIC 220395416,CANDIDATE,2019,7.170,,,01h08m20.88s,17.0869954,+04d37m22.77s,4.6229910
EPIC 220397060.01,EPIC 220397060,CANDIDATE,2018,5.844,,,00h34m47.31s,8.6971419,+04d39m27.87s,4.6577408
EPIC 220397060.01,EPIC 220397060,CANDIDATE,2018,14.700,,,00h34m47.31s,8.6971419,+04d39m27.87s,4.6577408
EPIC 220397060.01,EPIC 220397060,CANDIDATE,2018,4.700,,,00h34m47.31s,8.6971419,+04d39m27.87s,4.6577408
EPIC 220400100.01,EPIC 220400100,CANDIDATE,2019,2.340,,,00h39m23.39s,9.8474615,+04d43m04.07s,4.7177967
EPIC 220400100.01,EPIC 220400100,CANDIDATE,2019,,,,00h39m23.39s,9.8474615,+04d43m04.07s,4.7177967
EPIC 220400100.02,EPIC 220400100,CANDIDATE,2019,1.220,,,00h39m23.39s,9.8474615,+04d43m04.07s,4.7177967
EPIC 220400525.01,EPIC 220400525,CANDIDATE,2019,9.800,,,01h08m41.93s,17.1746887,+04d43m30.79s,4.7252207
EPIC 220401029.01,EPIC 220401029,CANDIDATE,2019,2.010,,,01h29m24.58s,22.3524285,+04d44m05.53s,4.7348697
EPIC 220410754.01,EPIC 220410754,CANDIDATE,2018,2.216,,,01h01m44.58s,15.4357530,+04d55m31.69s,4.9254702
EPIC 220410754.01,EPIC 220410754,CANDIDATE,2018,2.320,,,01h01m44.58s,15.4357530,+04d55m31.69s,4.9254702
EPIC 220416518.01,EPIC 220416518,CANDIDATE,2019,1.810,,,01h01m24.03s,15.3501157,+05d02m16.94s,5.0380381
EPIC 220431824.01,EPIC 220431824,CANDIDATE,2019,23.320,,,00h51m18.55s,12.8272823,+05d20m00.35s,5.3334294
EPIC 220434612.01,EPIC 220434612,CANDIDATE,2021,1.280,,,00h47m30.54s,11.8772391,+05d23m10.36s,5.3862102
EPIC 220436189.01,EPIC 220436189,CANDIDATE,2019,2.440,,,01h31m30.71s,22.8779687,+05d24m57.30s,5.4159179
EPIC 220436208.01,EPIC 220436208,CANDIDATE,2018,4.300,,,00h48m56.68s,12.2361482,+05d24m59.16s,5.4164335
EPIC 220436208.01,EPIC 220436208,CANDIDATE,2018,4.860,,,00h48m56.68s,12.2361482,+05d24m59.16s,5.4164335
EPIC 220436943.01,EPIC 220436943,CANDIDATE,2019,2.150,,,00h41m18.86s,10.3285748,+05d25m51.53s,5.4309818
EPIC 220443340.01,EPIC 220443340,CANDIDATE,2019,1.960,,,01h07m53.49s,16.9728645,+05d33m02.92s,5.5508114
EPIC 220448185.01,EPIC 220448185,CANDIDATE,2018,6.953,,1086,01h33m13.01s,23.3042282,+05d38m42.75s,5.6452094
EPIC 220448185.01,EPIC 220448185,CANDIDATE,2018,17.200,,,01h33m13.01s,23.3042282,+05d38m42.75s,5.6452094
EPIC 220466136.01,EPIC 220466136,CANDIDATE,2019,5.910,,,01h06m05.01s,16.5208588,+06d00m30.38s,6.0084398
EPIC 220470563.01,EPIC 220470563,CANDIDATE,2019,2.180,,,00h53m06.42s,13.2767600,+06d06m00.81s,6.1002238
EPIC 220477223.01,EPIC 220477223,CANDIDATE,2021,4.757,,,01h06m34.42s,16.6434210,+06d14m57.87s,6.2494097
EPIC 220482322.01,EPIC 220482322,CANDIDATE,2019,6.130,,,01h03m31.53s,15.8813788,+06d22m07.59s,6.3687756
EPIC 220492492.01,EPIC 220492492,CANDIDATE,2019,1.910,,,01h16m30.30s,19.1262521,+06d35m35.98s,6.5933274
EPIC 220526079.01,EPIC 220526079,CANDIDATE,2019,2.980,,,01h12m09.94s,18.0414099,+07d21m02.21s,7.3506132
EPIC 220527374.01,EPIC 220527374,CANDIDATE,2019,1.690,,,00h56m56.46s,14.2352359,+07d22m40.82s,7.3780069
EPIC 220542353.01,HIP 4601,CANDIDATE,2018,78.000,,,00h58m58.67s,14.7444628,+07d43m09.55s,7.7193193
EPIC 220555384.01,EPIC 220555384,CANDIDATE,2018,1.200,,,00h55m14.92s,13.8121855,+08d01m21.74s,8.0227068
EPIC 220555384.01,EPIC 220555384,CANDIDATE,2018,1.303,,,00h55m14.92s,13.8121855,+08d01m21.74s,8.0227068
EPIC 220555384.01,EPIC 220555384,CANDIDATE,2018,1.980,,,00h55m14.92s,13.8121855,+08d01m21.74s,8.0227068
EPIC 220556827.01,EPIC 220556827,CANDIDATE,2019,3.360,,,00h55m19.33s,13.8305240,+08d03m24.88s,8.0569102
EPIC 220556827.01,EPIC 220556827,CANDIDATE,2019,,,,00h55m19.33s,13.8305240,+08d03m24.88s,8.0569102
