pl_name,hostname,disposition,disc_year,pl_rade,pl_bmasse,pl_eqt,rastr,ra,decstr,dec
EPIC 202688980.01,EPIC 202688980,CANDIDATE,2016,,,,16h16m52.99s,244.2208049,-28d43m49.41s,-28.7303903
EPIC 202688980.01,EPIC 202688980,CANDIDATE,2016,71.000,,,16h16m52.99s,244.2208049,-28d43m49.41s,-28.7303903
EPIC 202710713.01,EPIC 202710713,CANDIDATE,2016,1.160,,,16h16m16.05s,244.0668921,-28d38m56.91s,-28.6491427
EPIC 202710713.01,EPIC 202710713,CANDIDATE,2016,1080.000,,,16h16m16.05s,244.0668921,-28d38m56.91s,-28.6491427
EPIC 202710713.01,EPIC 202710713,CANDIDATE,2016,,,,16h16m16.05s,244.0668921,-28d38m56.91s,-28.6491427
EPIC 202774883.01,EPIC 202774883,CANDIDATE,2019,200.000,,,16h36m39.47s,249.1644576,-28d24m40.17s,-28.4111595
EPIC 202821899.01,EPIC 202821899,CANDIDATE,2016,3.060,,,16h36m38.40s,249.1600007,-28d14m20.67s,-28.2390752
EPIC 202821899.01,EPIC 202821899,CANDIDATE,2016,22.000,,,16h36m38.40s,249.1600007,-28d14m20.67s,-28.2390752
EPIC 202821899.01,EPIC 202821899,CANDIDATE,2016,8.169,,,16h36m38.40s,249.1600007,-28d14m20.67s,-28.2390752
EPIC 202843107.01,EPIC 202843107,CANDIDATE,2016,46.600,,,16h22m11.50s,245.5479136,-28d09m42.99s,-28.1619428
EPIC 202893157.01,EPIC 202893157,CANDIDATE,2016,1.860,,,16h26m14.20s,246.5591625,-27d58m59.09s,-27.9830801
EPIC 202971774.01,EPIC 202971774,CANDIDATE,2019,6.100,,,16h21m30.44s,245.3768295,-27d42m22.01s,-27.7061138
EPIC 203042994.01,EPIC 203042994,CANDIDATE,2019,43.000,,,16h18m26.40s,244.6100128,-27d27m25.38s,-27.4570498
EPIC 203070421.01,EPIC 203070421,CANDIDATE,2016,1.890,,,16h41m48.75s,250.4531166,-27d21m39.68s,-27.3610213
EPIC 203099398.01,EPIC 203099398,CANDIDATE,2016,0.837,,,16h15m15.06s,243.8127455,-27d15m44.16s,-27.2622661
EPIC 203099398.01,EPIC 203099398,CANDIDATE,2016,0.620,,,16h15m15.06s,243.8127455,-27d15m44.16s,-27.2622661
EPIC 203139512.01,EPIC 203139512,CANDIDATE,2019,1.920,,,16h28m32.64s,247.1360171,-27d07m24.71s,-27.1235298
EPIC 203139512.02,EPIC 203139512,CANDIDATE,2019,1.760,,,16h28m32.64s,247.1360171,-27d07m24.71s,-27.1235298
EPIC 203294831.01,EPIC 203294831,CANDIDATE,2016,30.500,,,15h59m31.01s,239.8792061,-26d36m15.72s,-26.6043660
EPIC 203294831.01,EPIC 203294831,CANDIDATE,2016,,,,15h59m31.01s,239.8792061,-26d36m15.72s,-26.6043660
EPIC 203294831.01,EPIC 203294831,CANDIDATE,2016,64.000,,,15h59m31.01s,239.8792061,-26d36m15.72s,-26.6043660
EPIC 203311200.01,EPIC 203311200,CANDIDATE,2016,5.700,,,16h03m54.35s,240.9764776,-26d33m13.46s,-26.5537396
EPIC 203311200.01,EPIC 203311200,CANDIDATE,2016,12.810,,,16h03m54.35s,240.9764776,-26d33m13.46s,-26.5537396
EPIC 203518244.01,EPIC 203518244,CANDIDATE,2016,0.884,,,16h16m39.10s,244.1629354,-25d52m12.25s,-25.8700704
EPIC 203533312.01,EPIC 203533312,CANDIDATE,2016,3.110,,,16h15m49.29s,243.9553734,-25d49m06.54s,-25.8184824
EPIC 203560204.01,EPIC 203560204,CANDIDATE,2016,,,,16h02m44.47s,240.6852933,-25d43m32.67s,-25.7257430
EPIC 203616858.01,EPIC 203616858,CANDIDATE,2019,2.900,,,16h52m09.29s,253.0387290,-25d31m50.43s,-25.5306763
EPIC 203623230.01,EPIC 203623230,CANDIDATE,2016,,,,16h48m53.36s,252.2223357,-25d30m28.64s,-25.5079566
EPIC 203633064.01,EPIC 203633064,CANDIDATE,2019,80.000,,,15h56m54.12s,239.2255102,-25d28m25.84s,-25.4738433
EPIC 203753577.01,EPIC 203753577,CANDIDATE,2016,5.570,,,16h51m26.83s,252.8617981,-25d03m12.64s,-25.0535105
EPIC 203753577.01,EPIC 203753577,CANDIDATE,2016,14.100,,,16h51m26.83s,252.8617981,-25d03m12.64s,-25.0535105
EPIC 203771098.03,K2-24,CANDIDATE,2019,7.510,,,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029
EPIC 203784668.01,EPIC 203784668,CANDIDATE,2019,,,,16h53m42.26s,253.4260962,-24d56m27.19s,-24.9408867
EPIC 203867512.01,EPIC 203867512,CANDIDATE,2016,18.400,,,16h52m59.36s,253.2473212,-24d37m34.64s,-24.6262888
EPIC 203867512.01,EPIC 203867512,CANDIDATE,2016,37.000,,,16h52m59.36s,253.2473212,-24d37m34.64s,-24.6262888
EPIC 203914123.01,EPIC 203914123,CANDIDATE,2016,12.000,,,16h17m31.38s,244.3807553,-24d26m13.22s,-24.4370060
EPIC 203925865.01,EPIC 203925865,CANDIDATE,2019,4.850,,,16h52m07.89s,253.0328697,-24d23m16.67s,-24.3879636
EPIC 203929178.01,EPIC 203929178,CANDIDATE,2016,99.000,,,16h49m41.46s,252.4227596,-24d22m25.63s,-24.3737862
EPIC 203942067.01,EPIC 203942067,CANDIDATE,2016,33.000,,,16h15m17.86s,243.8244349,-24d19m09.38s,-24.3192726
EPIC 204057095.01,EPIC 204057095,CANDIDATE,2016,15.300,,,16h11m00.78s,242.7532415,-23d50m25.25s,-23.8403470
EPIC 204057095.01,EPIC 204057095,CANDIDATE,2016,5.700,,,16h11m00.78s,242.7532415,-23d50m25.25s,-23.8403470
EPIC 204124270.01,EPIC 204124270,CANDIDATE,2019,44.000,,,16h52m25.01s,253.1042177,-23d34m10.12s,-23.5694775
EPIC 204128016.01,EPIC 204128016,CANDIDATE,2019,10.310,,,16h09m27.79s,242.3657824,-23d33m16.22s,-23.5545059
EPIC 204197636.01,EPIC 204197636,CANDIDATE,2019,2.600,,,15h57m03.00s,239.2624997,-23d16m50.68s,-23.2807451
EPIC 204276894.01,EPIC 204276894,CANDIDATE,2017,,,,16h34m39.21s,248.6633692,-22d58m15.14s,-22.9708723
EPIC 204308061.01,EPIC 204308061,CANDIDATE,2019,1.270,,,16h29m43.27s,247.4302723,-22d50m50.54s,-22.8473721
EPIC 204312847.01,EPIC 204312847,CANDIDATE,2016,30.700,,,16h41m39.30s,250.4137354,-22d49m42.42s,-22.8284511
EPIC 204322265.01,EPIC 204322265,CANDIDATE,2019,2.090,,,16h27m28.56s,246.8689900,-22d47m27.90s,-22.7910827
EPIC 204346718.01,EPIC 204346718,CANDIDATE,2016,,,,16h21m16.80s,245.3200013,-22d41m37.13s,-22.6936469
EPIC 204489514.01,EPIC 204489514,CANDIDATE,2016,132.000,,,16h03m01.60s,240.7566702,-22d07m52.84s,-22.1313448
EPIC 204529573.01,EPIC 204529573,CANDIDATE,2019,0.669,,,16h33m34.73s,248.3947030,-21d57m55.66s,-21.9654610
EPIC 204546592.01,EPIC 204546592,CANDIDATE,2019,133.000,,,15h58m47.23s,239.6968009,-21d53m41.52s,-21.8948659
EPIC 204576757.01,EPIC 204576757,CANDIDATE,2016,32.800,,,16h28m37.80s,247.1574907,-21d46m03.26s,-21.7675731
EPIC 204579445.01,EPIC 204579445,CANDIDATE,2019,2.490,,,16h03m18.79s,240.8283058,-21d45m21.94s,-21.7560956
EPIC 204634789.01,EPIC 204634789,CANDIDATE,2016,8.400,,,16h31m47.27s,247.9469488,-21d31m24.53s,-21.5234812
EPIC 204649811.01,EPIC 204649811,CANDIDATE,2016,,,,16h19m16.97s,244.8207081,-21d27m36.00s,-21.4599992
EPIC 204649811.01,EPIC 204649811,CANDIDATE,2016,9.470,,,16h19m16.97s,244.8207081,-21d27m36.00s,-21.4599992
EPIC 204658292.01,EPIC 204658292,CANDIDATE,2016,,,,16h14m49.62s,243.7067684,-21d25m25.32s,-21.4237002
EPIC 204676499.01,EPIC 204676499,CANDIDATE,2016,,,,16h23m15.33s,245.8138614,-21d20m46.00s,-21.3461111
EPIC 204750116.02,K2-365,CANDIDATE,2019,1.460,,,15h55m16.73s,238.8197061,-21d01m37.09s,-21.0269691
EPIC 204763194.01,EPIC 204763194,CANDIDATE,2016,15.700,,,15h59m46.05s,239.9418766,-20d58m11.72s,-20.9699236
EPIC 204763194.01,EPIC 204763194,CANDIDATE,2016,,,,15h59m46.05s,239.9418766,-20d58m11.72s,-20.9699236
EPIC 204791347.01,EPIC 204791347,CANDIDATE,2021,2.571,,,16h02m04.29s,240.5178856,-20d50m42.94s,-20.8452602
EPIC 204880394.01,EPIC 204880394,CANDIDATE,2019,,,,16h01m46.70s,240.4445692,-20d26m41.10s,-20.4447494
EPIC 204884005.01,EPIC 204884005,CANDIDATE,2016,3.220,,,16h37m19.44s,249.3309961,-20d25m43.22s,-20.4286731
EPIC 204884005.01,EPIC 204884005,CANDIDATE,2016,3.350,,,16h37m19.44s,249.3309961,-20d25m43.22s,-20.4286731
EPIC 204888276.01,EPIC 204888276,CANDIDATE,2016,1.660,,,15h59m59.30s,239.9970933,-20d24m32.83s,-20.4091199
EPIC 204888276.01,EPIC 204888276,CANDIDATE,2016,0.957,,,15h59m59.30s,239.9970933,-20d24m32.83s,-20.4091199
EPIC 204914585.01,EPIC 204914585,CANDIDATE,2016,2.610,,,16h08m13.90s,242.0579035,-20d17m18.09s,-20.2883588
EPIC 204914585.01,EPIC 204914585,CANDIDATE,2016,1.740,,,16h08m13.90s,242.0579035,-20d17m18.09s,-20.2883588
EPIC 204990932.01,EPIC 204990932,CANDIDATE,2019,3.180,,,16h22m12.40s,245.5516830,-19d55m47.33s,-19.9298146
EPIC 204991696.01,EPIC 204991696,CANDIDATE,2019,3.290,,,16h10m17.40s,242.5725134,-19d55m33.62s,-19.9260062
EPIC 205029914.01,EPIC 205029914,CANDIDATE,2016,2.660,,,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289
EPIC 205029914.01,EPIC 205029914,CANDIDATE,2016,,,,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289
EPIC 205029914.01,EPIC 205029914,CANDIDATE,2016,2.390,,,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289
EPIC 205029914.01,EPIC 205029914,CANDIDATE,2016,2.300,,,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289
EPIC 205029914.01,EPIC 205029914,CANDIDATE,2016,2.393,,,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289
EPIC 205040048.01,EPIC 205040048,CANDIDATE,2016,1.270,,,16h08m40.41s,242.1683542,-19d41m48.84s,-19.6968996
EPIC 205040048.01,EPIC 205040048,CANDIDATE,2016,6.600,,,16h08m40.41s,242.1683542,-19d41m48.84s,-19.6968996
EPIC 205047565.01,EPIC 205047565,CANDIDATE,2016,,,,16h40m10.41s,250.0433702,-19d39m33.86s,-19.6594062
EPIC 205050711.01,EPIC 205050711,CANDIDATE,2016,,,,16h50m39.26s,252.6635796,-19d38m38.22s,-19.6439489
EPIC 205084841.01,EPIC 205084841,CANDIDATE,2016,18.900,,,16h33m35.82s,248.3992331,-19d28m45.31s,-19.4792517
EPIC 205084841.01,EPIC 205084841,CANDIDATE,2016,130.000,,,16h33m35.82s,248.3992331,-19d28m45.31s,-19.4792517
EPIC 205145448.01,EPIC 205145448,CANDIDATE,2016,44.000,,,16h33m47.67s,248.4486360,-19d10m40.15s,-19.1778194
EPIC 205145448.01,EPIC 205145448,CANDIDATE,2016,,,,16h33m47.67s,248.4486360,-19d10m40.15s,-19.1778194
EPIC 205145448.01,EPIC 205145448,CANDIDATE,2016,10.700,,,16h33m47.67s,248.4486360,-19d10m40.15s,-19.1778194
EPIC 205146011.01,EPIC 205146011,CANDIDATE,2019,1.510,,,16h11m07.96s,242.7831769,-19d10m30.71s,-19.1751977
EPIC 205152172.01,EPIC 205152172,CANDIDATE,2016,1.810,,,16h20m43.17s,245.1798804,-19d08m39.53s,-19.1443126
EPIC 205152172.01,EPIC 205152172,CANDIDATE,2016,,,,16h20m43.17s,245.1798804,-19d08m39.53s,-19.1443126
EPIC 205152172.01,EPIC 205152172,CANDIDATE,2016,1.580,,,16h20m43.17s,245.1798804,-19d08m39.53s,-19.1443126
EPIC 205152172.01,EPIC 205152172,CANDIDATE,2016,1.440,,,16h20m43.17s,245.1798804,-19d08m39.53s,-19.1443126
EPIC 205170731.01,EPIC 205170731,CANDIDATE,2019,2.360,,,16h46m21.95s,251.5914378,-19d03m00.66s,-19.0501824
EPIC 205205452.01,EPIC 205205452,CANDIDATE,2019,2.080,,,16h43m01.70s,250.7570798,-18d52m16.77s,-18.8713241
EPIC 205224877.01,EPIC 205224877,CANDIDATE,2019,68.000,,,16h21m04.78s,245.2698986,-18d46m09.00s,-18.7691674
EPIC 205242733.01,EPIC 205242733,CANDIDATE,2016,2.680,,,16h27m31.17s,246.8798650,-18d40m30.96s,-18.6752663
EPIC 205242733.01,EPIC 205242733,CANDIDATE,2016,0.988,,,16h27m31.17s,246.8798650,-18d40m30.96s,-18.6752663
EPIC 205252523.01,EPIC 205252523,CANDIDATE,2016,3.120,,,16h28m10.43s,247.0434622,-18d37m26.23s,-18.6239525
EPIC 205377483.01,EPIC 205377483,CANDIDATE,2019,13.700,,,16h09m15.98s,242.3165723,-17d56m36.96s,-17.9436003
EPIC 205463986.01,EPIC 205463986,CANDIDATE,2016,33.400,,,16h06m06.61s,241.5275444,-17d25m02.43s,-17.4173420
EPIC 205470347.01,EPIC 205470347,CANDIDATE,2019,0.648,,,16h11m41.67s,242.9236052,-17d22m33.65s,-17.3760132
EPIC 205483055.01,EPIC 205483055,CANDIDATE,2019,2.610,,,16h37m36.35s,249.4014625,-17d17m31.76s,-17.2921568
EPIC 205489894.01,EPIC 205489894,CANDIDATE,2016,1.120,,,16h29m53.96s,247.4748134,-17d14m50.25s,-17.2472927
EPIC 205489894.01,EPIC 205489894,CANDIDATE,2016,1.600,,,16h29m53.96s,247.4748134,-17d14m50.25s,-17.2472927
EPIC 205503762.01,EPIC 205503762,CANDIDATE,2019,2.470,,,16h13m24.26s,243.3510910,-17d09m18.70s,-17.1551958
EPIC 205530323.01,EPIC 205530323,CANDIDATE,2019,7.600,,,16h32m55.84s,248.2326858,-16d58m31.51s,-16.9754206
EPIC 205530323.02,EPIC 205530323,CANDIDATE,2019,8.000,,,16h32m55.84s,248.2326858,-16d58m31.51s,-16.9754206
EPIC 205570849.01,EPIC 205570849,CANDIDATE,2016,5.600,,,16h19m27.25s,244.8635344,-16d41m21.16s,-16.6892105
EPIC 205618538.01,EPIC 205618538,CANDIDATE,2019,12.140,,,16h19m20.04s,244.8335028,-16d20m13.91s,-16.3371967
EPIC 205632508.01,EPIC 205632508,CANDIDATE,2019,1.960,,,16h36m27.38s,249.1140807,-16d13m44.15s,-16.2289316
EPIC 205652650.01,EPIC 205652650,CANDIDATE,2019,3.200,,,16h20m13.20s,245.0549931,-16d04m08.54s,-16.0690381
EPIC 205703094.01,EPIC 205703094,CANDIDATE,2016,57.000,,,16h29m21.33s,247.3388942,-15d38m48.32s,-15.6467547
EPIC 205703094.02,EPIC 205703094,CANDIDATE,2016,11.000,,,16h29m21.33s,247.3388942,-15d38m48.32s,-15.6467547
EPIC 205938820.01,EPIC 205938820,CANDIDATE,2019,1.470,,,22h31m57.53s,337.9897117,-16d44m43.11s,-16.7453086
EPIC 205939498.01,EPIC 205939498,CANDIDATE,2019,19.300,,,22h38m20.38s,339.5849020,-16d43m19.33s,-16.7220361
EPIC 205943325.01,EPIC 205943325,CANDIDATE,2021,2.500,,,22h13m55.15s,333.4797735,-16d35m35.49s,-16.5931905
EPIC 205944181.01,EPIC 205944181,CANDIDATE,2016,2.480,,,22h15m41.99s,333.9249669,-16d33m49.29s,-16.5636911
EPIC 205944181.01,EPIC 205944181,CANDIDATE,2016,5.023,,,22h15m41.99s,333.9249669,-16d33m49.29s,-16.5636911
EPIC 205944181.01,EPIC 205944181,CANDIDATE,2016,42.000,,,22h15m41.99s,333.9249669,-16d33m49.29s,-16.5636911
EPIC 205944181.01,EPIC 205944181,CANDIDATE,2016,2.980,,,22h15m41.99s,333.9249669,-16d33m49.29s,-16.5636911
EPIC 205947161.01,EPIC 205947161,CANDIDATE,2016,15.461,,697,22h43m50.33s,340.9597120,-16d27m44.87s,-16.4624626
EPIC 205947161.01,EPIC 205947161,CANDIDATE,2016,23.400,,,22h43m50.33s,340.9597120,-16d27m44.87s,-16.4624626
EPIC 205947161.01,EPIC 205947161,CANDIDATE,2016,6.630,,,22h43m50.33s,340.9597120,-16d27m44.87s,-16.4624626
EPIC 205947161.01,EPIC 205947161,CANDIDATE,2016,45.000,,,22h43m50.33s,340.9597120,-16d27m44.87s,-16.4624626
EPIC 205947214.01,EPIC 205947214,CANDIDATE,2016,22.000,,,22h18m28.01s,334.6166913,-16d27m39.39s,-16.4609407
EPIC 205951125.01,EPIC 205951125,CANDIDATE,2019,1.720,,,22h42m25.97s,340.6082059,-16d19m59.87s,-16.3332979
EPIC 205957328.01,EPIC 205957328,CANDIDATE,2016,2.190,,,22h39m36.58s,339.9024279,-16d07m47.50s,-16.1298606
EPIC 205957328.01,EPIC 205957328,CANDIDATE,2016,2.160,,,22h39m36.58s,339.9024279,-16d07m47.50s,-16.1298606
EPIC 205957328.01,EPIC 205957328,CANDIDATE,2016,2.180,,,22h39m36.58s,339.9024279,-16d07m47.50s,-16.1298606
EPIC 205962305.01,EPIC 205962305,CANDIDATE,2019,2.600,,,22h40m11.77s,340.0490470,-15d58m13.26s,-15.9703500
EPIC 205969319.01,EPIC 205969319,CANDIDATE,2019,1.850,,,22h25m23.28s,336.3470100,-15d45m03.37s,-15.7509357
EPIC 205976958.01,EPIC 205976958,CANDIDATE,2016,2.900,,,22h37m14.32s,339.3096463,-15d30m50.94s,-15.5141494
EPIC 205976958.01,EPIC 205976958,CANDIDATE,2016,2.340,,,22h37m14.32s,339.3096463,-15d30m50.94s,-15.5141494
EPIC 205981465.01,EPIC 205981465,CANDIDATE,2019,0.760,,,22h41m39.33s,340.4138902,-15d22m33.95s,-15.3760980
EPIC 205996447.01,EPIC 205996447,CANDIDATE,2016,21.300,,,22h38m54.40s,339.7266671,-14d55m32.42s,-14.9256728
EPIC 205998649.01,EPIC 205998649,CANDIDATE,2019,3.950,,,22h09m51.09s,332.4628855,-14d51m47.62s,-14.8632288
EPIC 205999468.01,EPIC 205999468,CANDIDATE,2016,2.220,,,22h21m37.65s,335.4068605,-14d50m22.48s,-14.8395785
EPIC 205999468.01,EPIC 205999468,CANDIDATE,2016,1.870,,,22h21m37.65s,335.4068605,-14d50m22.48s,-14.8395785
EPIC 205999468.01,EPIC 205999468,CANDIDATE,2016,,,,22h21m37.65s,335.4068605,-14d50m22.48s,-14.8395785
EPIC 205999468.01,EPIC 205999468,CANDIDATE,2016,2.160,,,22h21m37.65s,335.4068605,-14d50m22.48s,-14.8395785
EPIC 206011849.01,EPIC 206011849,CANDIDATE,2019,1.640,,,22h10m08.51s,332.5354772,-14d29m04.28s,-14.4845211
EPIC 206028176.01,EPIC 206028176,CANDIDATE,2016,2.860,,,22h01m12.08s,330.3003228,-14d00m52.40s,-14.0145545
EPIC 206028176.01,EPIC 206028176,CANDIDATE,2016,2.890,,,22h01m12.08s,330.3003228,-14d00m52.40s,-14.0145545
EPIC 206028176.01,EPIC 206028176,CANDIDATE,2016,2.390,,,22h01m12.08s,330.3003228,-14d00m52.40s,-14.0145545
EPIC 206029242.01,EPIC 206029242,CANDIDATE,2019,1.330,,,22h02m33.86s,330.6410805,-13d59m07.90s,-13.9855272
EPIC 206029450.01,EPIC 206029450,CANDIDATE,2016,2.170,,,22h23m31.91s,335.8829770,-13d58m46.32s,-13.9795329
EPIC 206029450.01,EPIC 206029450,CANDIDATE,2016,2.560,,,22h23m31.91s,335.8829770,-13d58m46.32s,-13.9795329
EPIC 206031623.01,EPIC 206031623,CANDIDATE,2019,1.480,,,22h38m22.88s,339.5953205,-13d55m10.30s,-13.9195267
EPIC 206032309.01,EPIC 206032309,CANDIDATE,2016,1.010,,,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223
EPIC 206036749.01,EPIC 206036749,CANDIDATE,2016,4.600,,,22h09m54.27s,332.4761401,-13d46m40.06s,-13.7777952
EPIC 206036749.01,EPIC 206036749,CANDIDATE,2016,3.930,,,22h09m54.27s,332.4761401,-13d46m40.06s,-13.7777952
EPIC 206047055.01,EPIC 206047055,CANDIDATE,2019,2.280,,,22h36m08.33s,339.0346995,-13d30m02.18s,-13.5006049
EPIC 206049452.01,EPIC 206049452,CANDIDATE,2016,2.210,,,22h18m06.41s,334.5266988,-13d26m13.89s,-13.4371919
EPIC 206056433.01,EPIC 206056433,CANDIDATE,2016,2.250,,,22h20m42.94s,335.1789328,-13d15m08.45s,-13.2523483
EPIC 206061524.01,EPIC 206061524,CANDIDATE,2016,,,,22h20m13.83s,335.0576160,-13d06m53.18s,-13.1147717
EPIC 206061524.01,EPIC 206061524,CANDIDATE,2016,,,,22h20m13.83s,335.0576160,-13d06m53.18s,-13.1147717
EPIC 206061524.01,EPIC 206061524,CANDIDATE,2016,6.970,,,22h20m13.83s,335.0576160,-13d06m53.18s,-13.1147717
EPIC 206061524.01,EPIC 206061524,CANDIDATE,2016,6.500,,,22h20m13.83s,335.0576160,-13d06m53.18s,-13.1147717
EPIC 206061524.01,EPIC 206061524,CANDIDATE,2016,3.760,,,22h20m13.83s,335.0576160,-13d06m53.18s,-13.1147717
EPIC 206114294.01,EPIC 206114294,CANDIDATE,2016,4.540,,,22h09m22.68s,332.3445038,-11d44m03.48s,-11.7342991
EPIC 206114294.01,EPIC 206114294,CANDIDATE,2016,3.390,,,22h09m22.68s,332.3445038,-11d44m03.48s,-11.7342991
EPIC 206114294.01,EPIC 206114294,CANDIDATE,2016,5.760,,,22h09m22.68s,332.3445038,-11d44m03.48s,-11.7342991
EPIC 206114630.01,EPIC 206114630,CANDIDATE,2016,2.281,,,22h01m19.32s,330.3304890,-11d43m27.89s,-11.7244144
EPIC 206114630.01,EPIC 206114630,CANDIDATE,2016,2.110,,,22h01m19.32s,330.3304890,-11d43m27.89s,-11.7244144
EPIC 206133795.01,EPIC 206133795,CANDIDATE,2019,3.180,,,22h02m53.23s,330.7218052,-11d12m54.31s,-11.2150863
EPIC 206135075.01,EPIC 206135075,CANDIDATE,2016,39.100,,,22h31m45.76s,337.9406860,-11d10m55.48s,-11.1820785
EPIC 206135170.01,EPIC 206135170,CANDIDATE,2019,7.700,,,22h00m58.08s,330.2420155,-11d10m46.68s,-11.1796342
EPIC 206135267.01,HIP 109695 A,CANDIDATE,2016,17.200,,,22h13m10.70s,333.2945860,-11d10m38.37s,-11.1773240
EPIC 206135267.01,HIP 109695 A,CANDIDATE,2016,34.000,,,22h13m10.70s,333.2945860,-11d10m38.37s,-11.1773240
EPIC 206135682.04,K2-368,CANDIDATE,2019,1.420,,,22h10m32.58s,332.6357627,-11d09m58.02s,-11.1661157
EPIC 206151047.01,EPIC 206151047,CANDIDATE,2016,2.660,,,22h14m51.61s,333.7150426,-10d46m08.97s,-10.7691570
EPIC 206151047.01,EPIC 206151047,CANDIDATE,2016,1.650,,,22h14m51.61s,333.7150426,-10d46m08.97s,-10.7691570
EPIC 206151047.01,EPIC 206151047,CANDIDATE,2016,1.920,,,22h14m51.61s,333.7150426,-10d46m08.97s,-10.7691570
EPIC 206152015.01,EPIC 206152015,CANDIDATE,2016,,,,22h49m21.93s,342.3413548,-10d44m35.91s,-10.7433097
EPIC 206155922.01,EPIC 206155922,CANDIDATE,2019,1.080,,,22h26m12.08s,336.5503137,-10d38m37.66s,-10.6437939
EPIC 206159027.02,K2-68,CANDIDATE,2019,1.470,,,22h16m04.69s,334.0195539,-10d34m02.51s,-10.5673649
EPIC 206169157.01,EPIC 206169157,CANDIDATE,2019,7.720,,,22h27m51.33s,336.9638880,-10d20m12.62s,-10.3368380
EPIC 206169157.02,EPIC 206169157,CANDIDATE,2019,31.100,,,22h27m51.33s,336.9638880,-10d20m12.62s,-10.3368380
EPIC 206169375.01,EPIC 206169375,CANDIDATE,2016,3.320,,,22h56m03.92s,344.0163229,-10d19m56.33s,-10.3323149
EPIC 206169375.01,EPIC 206169375,CANDIDATE,2016,2.550,,,22h56m03.92s,344.0163229,-10d19m56.33s,-10.3323149
EPIC 206169375.01,EPIC 206169375,CANDIDATE,2016,3.555,,,22h56m03.92s,344.0163229,-10d19m56.33s,-10.3323149
EPIC 206169375.01,EPIC 206169375,CANDIDATE,2016,3.900,,,22h56m03.92s,344.0163229,-10d19m56.33s,-10.3323149
EPIC 206175552.01,EPIC 206175552,CANDIDATE,2016,,,,22h38m02.77s,339.5115221,-10d12m18.70s,-10.2051939
EPIC 206192335.01,EPIC 206192335,CANDIDATE,2016,1.630,,,22h10m39.47s,332.6644652,-09d53m22.56s,-9.8895990
EPIC 206192335.01,EPIC 206192335,CANDIDATE,2016,1.620,,,22h10m39.47s,332.6644652,-09d53m22.56s,-9.8895990
EPIC 206192335.01,EPIC 206192335,CANDIDATE,2016,1.460,,,22h10m39.47s,332.6644652,-09d53m22.56s,-9.8895990
EPIC 206192335.01,EPIC 206192335,CANDIDATE,2016,1.588,,,22h10m39.47s,332.6644652,-09d53m22.56s,-9.8895990
EPIC 206208956.01,EPIC 206208956,CANDIDATE,2019,4.280,,,22h49m29.78s,342.3740644,-09d36m55.06s,-9.6152957
EPIC 206215704.01,EPIC 206215704,CANDIDATE,2016,2.520,,,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112
EPIC 206215704.01,EPIC 206215704,CANDIDATE,2016,1.590,,,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112
EPIC 206226146.01,EPIC 206226146,CANDIDATE,2019,2.600,,,22h03m27.92s,330.8663286,-09d20m43.54s,-9.3454283
EPIC 206260577.01,EPIC 206260577,CANDIDATE,2019,35.000,,,22h17m18.98s,334.3290959,-08d49m48.33s,-8.8300916
EPIC 206262341.01,EPIC 206262341,CANDIDATE,2019,2.980,,,22h32m12.39s,338.0516437,-08d48m12.11s,-8.8033651
EPIC 206268084.01,EPIC 206268084,CANDIDATE,2019,2.660,,,22h38m07.04s,339.5293247,-08d43m03.89s,-8.7177469
EPIC 206298289.01,EPIC 206298289,CANDIDATE,2016,0.960,,,22h29m25.87s,337.3577853,-08d15m59.97s,-8.2666588
EPIC 206298289.01,EPIC 206298289,CANDIDATE,2016,1.620,,,22h29m25.87s,337.3577853,-08d15m59.97s,-8.2666588
EPIC 206298289.01,EPIC 206298289,CANDIDATE,2016,1.590,,,22h29m25.87s,337.3577853,-08d15m59.97s,-8.2666588
EPIC 206311743.01,EPIC 206311743,CANDIDATE,2016,,,,22h20m28.45s,335.1185265,-08d03m38.56s,-8.0607125
EPIC 206312951.01,EPIC 206312951,CANDIDATE,2016,1.470,,,22h28m20.55s,337.0856329,-08d02m29.96s,-8.0416566
EPIC 206312951.01,EPIC 206312951,CANDIDATE,2016,1.130,,,22h28m20.55s,337.0856329,-08d02m29.96s,-8.0416566
EPIC 206315178.01,EPIC 206315178,CANDIDATE,2019,11.900,,,22h30m50.70s,337.7112373,-08d00m20.57s,-8.0057126
EPIC 206329937.01,EPIC 206329937,CANDIDATE,2019,1.430,,,22h30m36.70s,337.6528983,-07d46m20.61s,-7.7723921
EPIC 206344313.01,EPIC 206344313,CANDIDATE,2019,3.620,,,22h28m18.69s,337.0778724,-07d32m31.11s,-7.5419744
EPIC 206358352.01,EPIC 206358352,CANDIDATE,2019,3.180,,,22h05m25.53s,331.3563908,-07d18m37.58s,-7.3104388
