kepoi_name,koi_prad,koi_teq,ra,dec
K03168.01,1.06,586.0,287.314850,39.538181
K04584.01,0.82,1656.0,296.205690,44.498989
K03185.01,0.79,3268.0,292.776340,38.393970
K04653.01,1.07,773.0,286.560330,48.893051
K04654.01,1.20,330.0,289.224700,40.260818
K04655.01,1.15,658.0,287.065340,37.899479
K04656.01,1.39,1683.0,295.241910,43.972599
K04727.01,0.87,2230.0,295.854980,44.301601
K04728.01,1.47,876.0,295.857820,41.415691
K04729.01,1.06,1324.0,291.061430,50.226940
K04730.01,3.69,984.0,291.588750,44.907509
K04731.01,16.07,1525.0,289.721680,45.439758
K04514.01,1.48,290.0,289.553100,41.056931
K03158.05,0.95,673.0,289.752290,41.634605
K04515.01,2.20,264.0,294.852720,43.686459
K04516.01,1.65,1457.0,298.451230,46.620861
K04517.01,0.50,687.0,291.542140,48.991192
K07693.01,1.40,886.0,296.221680,39.405762
K04585.01,1.21,1337.0,286.543640,45.304871
K04586.01,2.83,516.0,291.517580,49.434620
K04587.01,1.12,956.0,285.224150,40.958931
K04588.01,0.93,1210.0,286.513550,45.038044
K04589.01,1.73,2921.0,298.905980,47.611359
K07675.01,1.22,508.0,293.736050,38.940041
K04657.01,0.54,778.0,293.292790,41.997589
K04658.01,1.90,3330.0,297.236720,40.034039
K04659.01,1.25,492.0,292.514680,38.022060
K04660.01,0.57,2113.0,298.225430,40.783989
K04661.01,1.01,733.0,292.463870,41.299068
K04448.01,1.50,789.0,288.235230,40.612839
K04449.01,1.68,1499.0,291.399690,44.473099
K04450.01,2.33,292.0,286.378270,43.073250
K04451.01,1.32,676.0,282.195650,47.105679
K04452.01,1.23,860.0,294.300990,39.519058
K04518.01,0.52,1976.0,291.278590,42.537380
K07685.02,1.08,645.0,286.773130,39.277531
K04519.01,5.97,555.0,288.010130,46.978519
K04520.01,1.69,1082.0,295.214260,45.324509
K04521.01,1.92,178.0,290.169430,41.549740
K04522.01,1.06,1572.0,286.836430,46.288509
K04590.01,1.75,735.0,288.870820,50.815559
K07694.01,1.23,952.0,296.526550,39.490910
K04591.01,0.89,1444.0,298.542570,40.514790
K04592.01,1.04,1960.0,289.977910,50.668259
K04593.01,1.21,1820.0,290.360200,44.273361
K00750.02,1.18,862.0,290.465120,47.929180
K04662.01,0.72,2777.0,292.836980,47.553940
K03188.01,1.61,809.0,295.303860,43.059681
K07676.01,0.62,974.0,284.734740,39.045361
K04663.01,0.74,1159.0,287.670590,43.197239
K04664.01,0.86,2061.0,300.949250,45.247952
K04665.01,1.50,279.0,293.068570,42.957211
K04453.01,1.62,246.0,291.164760,48.052429
K04454.01,2.06,277.0,290.385830,41.552311
K04455.01,2.18,3111.0,294.513090,46.500759
K04456.01,1.81,1024.0,294.671260,38.698971
K04457.01,1.56,500.0,290.512420,50.649288
K04523.01,1.03,1090.0,296.044250,44.805290
K04524.01,1.53,901.0,289.548400,40.164200
K03159.01,1.17,2637.0,295.336060,40.392132
K07686.01,25.77,1031.0,288.037050,39.208988
K04524.02,1.02,1089.0,289.548400,40.164200
K04525.01,2.53,225.0,297.812740,45.508678
K03172.02,0.70,973.0,290.033140,38.426861
K04594.01,0.35,1070.0,289.073820,40.977531
K04595.01,1.09,1578.0,295.414790,50.979012
K04596.01,0.68,1757.0,288.958250,44.577999
K04597.01,0.78,1018.0,296.360900,48.213001
K04666.01,1.49,713.0,284.041720,49.138199
K04667.01,2.45,395.0,289.635350,44.379711
K04668.01,1.73,635.0,285.212830,45.251400
K04669.01,1.17,1607.0,293.140690,37.994469
K04670.01,89.29,795.0,294.580660,46.610592
K03061.02,1.17,367.0,297.042080,39.912231
K04458.01,2.66,262.0,300.292110,44.731041
K04459.01,2.11,317.0,285.439970,45.011559
K04460.01,2.02,278.0,290.147250,46.802872
K04461.01,0.89,1176.0,291.008180,50.255589
K04526.01,2.72,669.0,295.968930,38.867168
K07683.01,0.77,1967.0,284.911560,39.298618
K04527.01,0.79,1395.0,290.120210,38.534821
K04528.01,10.63,801.0,295.374760,43.500431
K04529.01,0.87,2130.0,292.978670,42.056492
K04530.01,1.10,774.0,290.734340,51.770962
K04598.01,17.80,1912.0,298.755280,40.665218
K04599.01,2.40,1953.0,281.043610,42.975761
K07687.01,2.66,1156.0,288.869080,39.309860
K04600.01,1.29,2206.0,286.373380,37.919003
K04601.01,0.98,1010.0,298.434780,48.706139
K04602.01,1.23,1212.0,297.232730,41.433411
K04671.01,1.39,1949.0,284.348480,40.690659
K04672.01,2.35,202.0,292.324250,42.884960
K03190.01,0.86,1012.0,298.268160,41.251663
K04673.01,1.62,2637.0,290.734310,48.163410
K04674.01,0.90,1121.0,282.582820,42.346352
K04462.01,2.35,886.0,293.852940,46.590809
K04463.01,1.52,475.0,289.414280,41.510040
K04464.01,1.23,727.0,295.306520,49.179668
K04465.01,1.16,2371.0,291.546260,37.817749
K07677.01,213.46,1032.0,294.885380,39.084202
K04466.01,2.29,371.0,288.638610,42.857288
K04531.01,2.38,258.0,289.946930,41.802818
K04532.01,0.64,1903.0,290.897830,37.972778
K04533.01,0.14,447.0,288.117030,38.437733
K03161.01,54.54,1417.0,287.057400,37.991367
K04534.01,1.24,2133.0,296.973210,43.394669
K04603.01,1.17,849.0,291.539220,44.447060
K03174.01,2.19,2200.0,291.123540,42.663353
K04604.01,118.80,782.0,291.751280,38.034431
K04605.01,0.68,939.0,290.423070,51.388729
K04606.01,0.76,1033.0,294.606080,39.920361
K04675.01,0.81,1206.0,287.146210,47.183529
K04676.01,3.21,876.0,298.743350,40.072140
K04677.01,0.89,1665.0,294.884770,46.646591
K04678.01,0.66,1339.0,287.171230,39.388329
K04679.01,0.78,2152.0,297.535740,41.940571
K04467.01,1.42,1098.0,288.725980,40.531631
K03157.01,9.92,6757.0,284.495610,44.988121
K04468.01,82.71,3419.0,291.486540,39.211723
K04469.01,0.68,1461.0,289.756530,46.952888
K04470.01,1.01,1980.0,298.237920,48.175758
K04535.01,0.88,711.0,292.252840,38.608990
K04536.01,0.48,2783.0,291.610110,42.810459
K04537.01,0.69,1334.0,295.142670,39.930710
K07678.01,0.79,892.0,289.248840,39.106541
K04538.01,1.73,1229.0,299.514220,41.220589
K04539.01,1.46,656.0,293.726960,39.036800
K04607.01,0.94,979.0,290.960170,50.284679
K04608.01,24.75,2040.0,295.189760,42.523319
K04609.01,1.56,268.0,286.785220,38.151642
K04610.01,0.76,1670.0,296.509250,44.625912
K04611.01,0.77,1843.0,293.467800,48.126080
K04680.01,1.54,431.0,297.599640,39.626339
K04681.01,1.49,1263.0,293.445370,38.929588
K04682.01,1.17,1410.0,295.293330,40.183308
K03193.01,31.96,570.0,287.078920,43.068771
K04683.01,28.15,1867.0,294.023470,39.924080
K04684.01,0.80,972.0,297.197390,46.228260
K04471.01,1.56,1283.0,292.859800,45.205791
K04472.01,0.61,931.0,291.089290,42.590969
K04473.01,1.25,913.0,296.059840,42.656040
K04474.01,1.63,612.0,295.563570,39.417599
K04475.01,1.32,1031.0,290.962430,50.272629
K04540.01,0.64,1693.0,289.940190,50.652771
K07724.01,2.03,188.0,298.122340,40.462349
K04541.01,2.08,911.0,283.251190,40.723110
K04542.01,0.75,1511.0,287.975040,46.353260
K04543.01,2.50,1594.0,294.155030,46.575706
K03162.01,1.42,2394.0,282.194790,46.522888
K04612.01,1.62,1058.0,296.902040,43.839821
K04613.01,0.81,1448.0,296.587550,47.207161
K03178.01,46.33,9801.0,298.235170,48.497890
K04614.01,1.38,1244.0,281.730870,43.282341
K04615.01,1.10,1972.0,293.214140,45.825970
K04616.01,,,300.196500,45.513931
K04685.01,1.51,2257.0,295.737730,38.903912
K04686.01,1.60,1177.0,298.905760,41.042610
K04687.01,1.51,255.0,295.534610,48.677391
K04688.01,0.93,1713.0,295.821140,39.975479
K04689.01,1.37,1632.0,298.157170,47.331268
K04476.01,0.81,1581.0,286.946470,38.885189
K04477.01,1.22,973.0,289.104220,41.690140
K03158.01,0.50,938.0,289.752290,41.634605
K04477.02,1.62,806.0,289.104220,41.690140
K04478.01,1.19,811.0,296.022250,44.732658
K04544.01,372.86,409.0,296.622960,47.291142
K04545.01,0.85,1498.0,291.458130,47.158630
K04546.01,72.36,3380.0,297.273250,40.136761
K04547.01,16.30,1937.0,292.936610,47.499931
K07725.01,3.50,259.0,298.930660,40.419102
K04548.01,1.61,465.0,288.125550,38.347431
K04904.01,0.98,1178.0,284.727970,45.064968
K04905.01,0.94,1256.0,296.090580,50.408772
K04906.01,1.21,925.0,297.056640,46.083530
K04907.01,0.67,1325.0,288.397610,40.626900
K04908.01,2.06,753.0,293.682070,39.011120
K07702.01,1.04,2004.0,286.112000,39.803230
K03296.01,1.96,349.0,282.423030,46.014019
K03297.01,36.51,388.0,289.150820,46.344151
K03298.01,2.24,391.0,285.557800,44.010792
K03299.01,30.08,468.0,283.012820,42.723679
K01196.02,2.61,961.0,292.922760,38.477280
K07712.01,1.06,1453.0,286.693180,40.170109
K04763.01,1.57,522.0,284.382480,44.308231
K04764.01,1.45,471.0,292.186460,41.328041
K04765.01,1.24,922.0,297.328890,47.815472
K04766.01,1.12,859.0,290.467560,40.056438
K04767.01,1.25,1725.0,295.109590,41.075790
K07718.01,1.99,307.0,298.463810,40.216812
K04835.01,17.72,1647.0,299.525270,46.917549
K04836.01,96.03,2298.0,295.585480,39.299259
K04837.01,0.86,846.0,298.121670,40.813580
K04838.01,0.88,488.0,284.268590,44.197540
K04839.01,2.01,1016.0,298.409580,45.461639
K04909.01,0.74,1059.0,290.261780,37.787189
K04910.01,0.75,1287.0,300.758970,45.717880
K03223.01,5.18,3265.0,297.620540,40.763020
K04911.01,2.79,399.0,286.027500,37.894470
K04912.01,1.35,2543.0,297.191990,40.387951
K03300.01,2.19,597.0,291.282960,43.608238
K03300.02,1.61,596.0,291.282960,43.608238
K07703.01,1.96,254.0,290.387210,39.829941
K03301.01,1.12,626.0,292.629640,44.283119
K03302.01,2.07,421.0,291.972530,44.129990
K03303.01,2.02,451.0,285.830470,43.198391
K04768.01,1.44,945.0,296.789340,47.234531
K04769.01,3.08,333.0,289.439060,41.492977
K04770.01,1.63,356.0,293.818120,45.201530
K04771.01,1.95,440.0,289.680730,49.745831
K04772.01,1.69,1362.0,301.578550,44.312180
K04840.01,1.74,1035.0,282.093140,42.160271
K03214.01,1.53,1105.0,298.673770,43.795479
K04841.01,0.92,1302.0,299.546720,40.681911
K04842.01,1.18,341.0,289.083190,51.474060
K04843.01,2.50,271.0,281.867890,47.256649
K04913.01,2.44,1679.0,283.678800,41.096882
K04914.01,1.40,1155.0,296.400940,50.558338
K03224.01,1.01,1348.0,281.327450,47.584869
K03225.01,0.80,1180.0,289.671750,38.297871
K03226.01,1.68,1532.0,294.897340,40.798168
K03304.01,32.21,658.0,300.491060,45.796909
K03305.01,2.52,390.0,296.397520,42.396919
K03306.01,1.76,619.0,294.487300,42.006920
K03307.01,1.41,737.0,294.136260,41.456692
K03308.01,1.50,564.0,287.235690,38.754162
K07704.01,1.00,1112.0,290.460880,39.837212
K03205.01,0.58,1941.0,295.199920,46.814621
K04772.02,1.07,789.0,301.578550,44.312180
K04773.01,0.82,978.0,296.843200,43.697441
K04774.01,1.30,433.0,295.122380,39.391033
K04775.01,2.75,1036.0,292.403230,44.782009
K04844.01,0.87,2017.0,286.147770,38.241798
K04845.01,0.76,1762.0,292.505770,49.331959
K04846.01,1.32,625.0,298.282140,44.272060
K04847.01,0.87,1399.0,285.925870,39.669209
K04848.01,1.78,157.0,284.767640,45.341228
K03227.01,0.75,1638.0,298.402980,45.297230
K03230.01,2.69,1000.0,295.719420,45.747559
K07719.01,3.24,427.0,285.286740,40.342339
K03231.01,1.19,900.0,298.358580,47.638592
K03232.01,1.21,976.0,282.117830,46.223930
K00279.03,0.96,1199.0,295.486510,51.013500
K01196.03,3.21,678.0,292.922760,38.477280
K03308.02,0.86,1023.0,287.235690,38.754162
K03309.01,5.91,390.0,298.968290,40.797352
K03310.01,1.64,607.0,288.804570,50.990620
K03311.01,4.98,668.0,289.819340,51.904850
K04776.01,1.07,928.0,299.349550,43.850300
K04777.01,0.42,746.0,287.262150,42.032310
K04778.01,4.44,2966.0,299.465240,40.891090
K07706.01,1.19,303.0,295.792510,39.892570
K04779.01,1.11,1757.0,293.989320,45.484150
K04780.01,1.25,875.0,291.135740,38.905430
K04849.01,0.62,1026.0,287.817290,38.194809
K04850.01,0.71,1184.0,294.333280,42.264130
K03216.01,11.02,950.0,291.370640,47.435509
K04851.01,0.38,1642.0,295.840060,39.931221
K07713.01,1.10,1728.0,291.386260,40.180260
K04852.01,0.93,1524.0,284.942260,48.666512
K01101.02,1.90,632.0,294.115660,38.393478
K03234.01,0.85,1602.0,283.435760,47.066860
K03236.01,1.18,1400.0,295.439150,43.676311
K03237.01,2.46,581.0,285.330630,42.040428
K03238.01,93.55,779.0,300.021240,46.090778
K03239.01,0.98,2122.0,298.896420,40.477009
K03312.01,1.91,665.0,286.502110,50.246189
K03313.01,21.74,429.0,283.047640,46.265331
K03314.01,8.40,560.0,294.665920,46.665852
K03315.01,1.31,585.0,289.831210,44.609859
K07726.01,1.28,2206.0,298.483250,40.585949
K03316.01,2.84,411.0,295.048550,45.342682
K04781.01,2.10,266.0,288.975740,41.279121
K03206.01,1.38,736.0,289.574620,40.807594
K04782.01,1.73,953.0,297.948700,45.255039
K04783.01,11.82,1617.0,289.078370,39.708820
K04784.01,0.95,1086.0,286.769500,45.234131
K04853.01,1.14,684.0,294.478760,38.883659
K04854.01,0.76,1136.0,289.808040,44.362518
K04855.01,0.93,1665.0,290.361420,46.661331
K04856.01,3.03,356.0,296.521450,46.540539
K04857.01,1.17,1137.0,293.175780,38.042019
K03240.01,1.61,2678.0,292.345030,41.585289
K07714.01,1.39,1697.0,295.317540,40.190639
K03241.01,1.66,1312.0,294.177920,46.191711
K03242.01,1.34,3006.0,284.456090,42.439831
K03243.01,1.19,1029.0,286.859830,46.625511
K03245.01,1.09,987.0,280.249450,43.915058
K01132.02,,,301.016720,44.233841
K03324.01,2.37,551.0,293.821350,39.391350
K03325.01,35.31,442.0,299.263760,40.263741
K01422.04,1.18,202.0,286.540010,49.437328
K03326.01,44.48,809.0,296.117710,48.664108
K03327.01,39.42,648.0,297.983000,48.555649
K04785.01,1.67,250.0,290.305050,41.838459
K04786.01,2.21,215.0,287.587890,45.598492
K04787.01,0.80,1619.0,286.467960,39.652321
K04788.01,0.80,1412.0,288.431490,45.918869
K04789.01,1.02,1799.0,296.783450,40.229111
K04858.01,2.05,260.0,289.458500,46.276379
K04859.01,1.19,709.0,283.062230,42.629002
K04860.01,1.88,730.0,291.730260,38.411461
K03217.01,2.14,2247.0,290.861540,37.885422
K04861.01,1.60,528.0,285.099760,41.874378
K03246.01,0.78,1539.0,289.423950,46.726170
K03247.01,0.90,2799.0,289.878140,38.427269
K03248.01,0.64,981.0,290.465090,48.332249
K07715.01,1.12,613.0,289.443240,40.253529
K03249.01,1.14,2374.0,289.760500,45.455608
K03250.01,7.05,4415.0,280.902440,42.935719
K03318.01,3.78,809.0,301.278690,44.250530
K01404.02,0.87,336.0,287.054530,45.180370
K03318.02,3.83,658.0,301.278690,44.250530
K07720.01,1.57,669.0,291.435820,40.358810
K03319.01,2.64,819.0,293.519840,41.277409
K03319.02,2.35,1093.0,293.519840,41.277409
K04790.01,1.14,1115.0,300.585020,44.213100
K04791.01,1.97,284.0,290.734770,49.086639
K00806.05,3.77,217.0,285.283630,38.947281
K03208.01,0.56,1438.0,296.679840,47.173313
K04792.01,0.91,1112.0,295.571590,49.607479
K04862.01,1.08,1254.0,296.597990,50.356651
K04863.01,0.81,1648.0,297.687590,40.670361
K04864.01,0.78,1134.0,285.458860,42.931049
K04865.01,0.82,1232.0,297.709410,41.028149
K04866.01,0.66,2272.0,291.658390,42.632439
K03252.01,24.48,4883.0,299.691250,40.855957
K03253.01,2.03,3342.0,290.253750,37.926910
K03254.01,0.46,1624.0,295.134770,46.769650
K03255.01,1.56,308.0,297.347380,44.026939
K03256.01,1.18,309.0,295.957980,49.041012
K03319.03,1.62,1448.0,293.519840,41.277409
K03320.01,21.26,355.0,291.426850,42.164082
K03321.01,29.69,632.0,290.803010,42.344410
K03322.01,46.14,604.0,296.462100,43.459728
K03323.01,2.06,850.0,293.734440,40.307201
K07721.01,1.70,2449.0,295.665250,40.363739
K04793.01,0.89,1014.0,296.122530,41.561138
K04794.01,1.03,574.0,290.094270,41.742779
K04795.01,1.09,1374.0,285.884860,45.380138
K04796.01,2.10,303.0,295.772370,48.536560
K04797.01,1.26,627.0,297.348420,43.421219
K04867.01,13.28,843.0,282.677150,46.152851
K04868.01,1.23,1861.0,298.804290,42.164162
K04869.01,1.41,1317.0,299.818760,43.825741
K04870.01,0.61,1719.0,294.764590,39.762718
K03218.01,0.59,1880.0,283.851470,47.243660
K01151.03,0.67,954.0,283.002960,44.284229
K03257.01,2.23,315.0,297.385130,47.543411
K03258.01,1.88,479.0,291.937560,39.419941
K03259.01,2.45,389.0,291.564760,38.074589
K03260.01,4.01,522.0,289.643430,50.727089
K03328.01,25.91,353.0,284.307920,39.700390
K03329.01,2.16,851.0,293.942410,42.425900
K07716.01,1.27,202.0,291.370670,40.216061
K03330.01,1.15,574.0,288.695010,39.883202
K03331.01,24.39,650.0,291.964970,41.122162
K03332.01,31.13,670.0,298.569270,41.003510
K04798.01,0.99,219.0,291.175660,47.105610
K04799.01,1.69,969.0,281.552670,44.228531
K07722.01,1.11,2322.0,291.417140,40.485920
K04800.01,0.93,1397.0,285.316280,38.686619
K04801.01,2.21,421.0,296.828950,48.173279
K03209.01,2.61,1242.0,285.923220,42.549850
K04871.01,0.60,1372.0,288.529020,42.276260
K04872.01,1.34,2136.0,285.669370,49.439911
K04873.01,3.60,410.0,290.928800,37.085251
K04874.01,0.65,2492.0,291.728060,42.680408
K04875.01,0.65,1025.0,290.782140,38.187790
K03261.01,1.67,811.0,287.867400,50.595581
K03262.01,1.94,867.0,288.231750,50.567879
K03263.01,7.71,202.0,285.095860,50.100960
K07707.01,1.04,2762.0,298.275210,39.850971
K03264.01,1.36,556.0,293.259030,45.837448
K03265.01,48.98,565.0,298.506070,46.948029
K04732.01,0.85,1939.0,282.172030,43.696510
K03200.01,69.59,3334.0,298.343440,48.702381
K04733.01,1.40,744.0,291.508120,45.370159
K04734.01,2.18,248.0,289.610750,41.019489
K04735.01,0.85,1024.0,284.760930,49.141979
K04802.01,0.86,2120.0,291.983700,38.595409
K04803.01,1.20,1000.0,294.082700,39.556099
K04804.01,2.08,651.0,296.098420,47.992699
K04805.01,0.73,1489.0,294.592830,45.287720
K04806.01,0.72,2034.0,289.641390,39.788029
K04807.01,0.49,1839.0,287.555080,46.682240
K04876.01,1.60,386.0,286.668670,45.208302
K04877.01,0.99,1170.0,288.971830,46.265202
K04878.01,1.04,258.0,286.228120,50.013580
K04879.01,1.33,661.0,298.751220,46.636261
K04880.01,1.41,242.0,289.239870,44.993580
K03266.01,1.94,308.0,294.553830,45.081390
K01151.04,0.76,639.0,283.002960,44.284229
K03267.01,1.66,818.0,290.216670,44.779678
K03268.01,22.56,756.0,296.404480,44.367458
K03269.01,428.62,552.0,294.068020,43.936871
K07708.01,1.82,1367.0,283.698850,39.936642
K04736.01,29.26,1967.0,293.947940,40.455818
K04737.01,1.07,985.0,286.217290,42.860920
K04738.01,1.84,329.0,288.748930,42.191738
K04739.01,3.46,517.0,282.874730,41.836727
K04740.01,1.67,280.0,292.853910,46.773750
K04808.01,0.65,621.0,297.290500,45.955029
K04809.01,0.69,522.0,287.435420,39.692989
K04810.01,3.17,372.0,293.653690,39.316410
K04811.01,2.23,799.0,288.857540,45.097691
K03211.01,0.79,1640.0,295.252440,42.896114
K04812.01,0.71,1819.0,296.661770,43.811432
K03219.01,44.90,11804.0,299.333680,43.717815
K04881.01,1.16,1420.0,290.550870,43.994362
K04882.01,5.38,1066.0,291.952510,41.959911
K04883.01,,,298.032530,42.200340
K04884.01,0.92,1504.0,292.869900,39.844429
K04885.01,2.67,882.0,283.457640,46.819538
K03270.01,23.21,523.0,293.620300,42.081871
K03271.01,1.89,579.0,292.958190,42.854889
K03271.02,1.12,800.0,292.958190,42.854889
K03273.01,3.11,461.0,297.799870,40.349281
K03274.01,2.24,523.0,293.446440,40.409889
K04741.01,1.18,1036.0,300.783870,43.962059
K07709.01,0.97,1440.0,293.093840,39.974579
K04742.01,1.30,241.0,285.366580,39.280079
K03202.01,2.86,564.0,291.507200,39.323662
K04743.01,20.52,436.0,298.684020,41.831490
K04744.01,0.49,1183.0,293.174350,40.950809
K04813.01,0.82,601.0,293.240390,39.949444
K04814.01,32.84,4664.0,294.642850,46.549412
K04815.01,1.12,657.0,293.547330,42.828442
K04816.01,1.85,648.0,299.131770,48.061710
K04817.01,21.07,1936.0,297.043880,41.284012
K04886.01,28.98,701.0,294.950740,43.324341
K04887.01,1.92,2832.0,292.265590,39.129841
K04888.01,30.54,1979.0,287.367860,44.273220
K04889.01,,,288.420350,42.309509
K04890.01,11.67,573.0,291.721890,42.117298
K01042.02,,,298.338930,41.073479
K03275.01,30.32,461.0,298.540890,40.471642
K03276.01,36.80,626.0,293.694150,38.995628
K01151.05,0.80,594.0,283.002960,44.284229
K03277.01,3.19,810.0,292.422820,38.266331
K03278.01,2.78,359.0,291.524870,38.455849
K04745.01,2.32,233.0,288.610530,49.968632
K04746.01,0.75,1388.0,291.124540,37.986511
K04747.01,2.22,469.0,297.588500,43.841221
K04748.01,1.72,999.0,294.784330,49.492100
K07710.01,1.59,1697.0,295.850560,39.947193
K04749.01,0.97,1394.0,291.211640,41.985600
K04818.01,1.46,1869.0,289.348300,46.054680
K04819.01,0.84,2433.0,295.274870,40.195080
K04820.01,1.48,750.0,298.380070,46.889400
K04821.01,1.33,338.0,290.770320,45.498051
K03212.01,0.73,2566.0,292.917020,40.092430
K03220.01,4.63,522.0,291.255620,48.846924
K04891.01,1.39,1065.0,297.482970,48.022499
K04892.01,1.08,717.0,285.706970,47.869968
K04893.01,1.51,992.0,295.081940,50.344601
K04894.01,0.80,677.0,298.825870,46.956669
K07723.01,1.70,306.0,292.204650,40.485630
K03279.01,2.42,585.0,291.431430,38.654388
K03280.01,2.58,503.0,286.125550,47.947609
K03282.01,1.75,271.0,294.083070,50.502769
K03284.01,0.97,288.0,281.645810,41.951092
K03285.01,1.97,326.0,292.174960,44.783989
K07698.01,39.59,595.0,290.700560,39.799679
K04750.01,1.93,498.0,299.491880,40.472481
K04751.01,3.54,315.0,292.785920,46.808411
K04752.01,2.82,268.0,290.742710,43.604431
K03203.01,3.19,655.0,292.892180,38.270512
K04753.01,0.51,2151.0,285.901790,39.654411
K04822.01,0.69,1267.0,288.507020,46.406712
K04823.01,1.51,1403.0,290.990050,49.233131
K04824.01,0.92,1559.0,296.820280,42.514198
K04825.01,0.78,1530.0,296.281370,39.874969
K04826.01,1.67,2248.0,297.213470,47.775429
K04895.01,1.10,726.0,295.514950,51.203739
K04896.01,1.18,724.0,290.900420,48.746140
K04897.01,0.95,759.0,298.796050,46.722858
K04898.01,2.72,264.0,287.348970,47.060982
K04899.01,1.79,394.0,293.719480,50.182030
K03286.01,1.41,433.0,286.945310,43.822769
K03287.01,1.60,478.0,283.770600,42.027241
K03288.01,3.35,493.0,283.211610,41.038059
K01192.02,7.76,260.0,291.032170,38.703911
K03289.01,24.73,505.0,291.354430,40.588879
K04754.01,1.28,955.0,297.905270,47.336830
K04755.01,1.75,999.0,280.665190,47.114059
K04756.01,8.17,1173.0,288.610570,40.924740
K07699.01,42.50,1714.0,295.716800,39.777142
K04757.01,7.29,2202.0,288.975890,43.099178
K04758.01,1.71,492.0,285.801850,45.216831
K04827.01,1.65,521.0,299.468690,40.829990
K04828.01,13.68,2129.0,298.988920,47.761429
K04829.01,2.26,1087.0,287.701970,51.229729
K04829.02,2.09,932.0,287.701970,51.229729
K04830.01,1.01,256.0,294.810120,44.255970
K04900.01,1.27,1024.0,284.578060,41.890259
K03221.01,4.25,697.0,294.066410,42.486839
K04901.01,0.77,2317.0,290.348050,47.965191
K04902.01,1.78,197.0,286.335450,46.917831
K04903.01,6.54,340.0,281.285460,43.515480
K03291.01,8.15,830.0,299.050020,41.537449
K03292.01,3.23,580.0,299.064540,40.515579
K03293.01,39.94,680.0,293.683620,38.994869
K03294.01,42.91,572.0,293.702480,38.975449
K03295.01,1.60,781.0,292.182370,39.560211
K04759.01,1.54,670.0,287.773010,43.733910
K04760.01,1.12,770.0,295.376040,46.047588
K04761.01,9.75,618.0,293.761510,38.999210
K04762.01,1.29,568.0,284.610080,42.687431
K03204.01,1.57,3271.0,292.441350,49.316414
K07700.01,3.13,237.0,295.736970,39.740452
K03213.01,90.09,1910.0,300.015010,40.527020
K04831.01,1.57,316.0,288.526980,42.178909
K04832.01,81.01,1253.0,297.639470,47.445869
K04833.01,1.01,1332.0,284.316930,47.887112
K04834.01,1.85,1733.0,291.794650,44.193531
K07711.01,1.31,246.0,295.984040,40.043621
K03501.01,2722.92,834.0,292.170990,41.621288
K03502.01,3.80,724.0,297.594940,40.594139
K03503.01,0.79,676.0,293.150850,41.729252
K03504.01,2.52,733.0,297.579800,40.603001
K03505.01,89.18,1064.0,295.079650,39.962528
K07717.01,30.94,1858.0,296.913600,40.258263
K03588.01,109.72,1608.0,294.768620,46.374210
K03589.01,21.93,358.0,298.522060,48.032921
K03590.01,61.54,633.0,292.925320,38.480991
K03591.01,51.77,1042.0,283.073300,41.538670
K01873.02,2.39,602.0,295.809300,40.008511
K07778.01,0.88,1661.0,291.721980,41.842468
K03592.01,22.25,762.0,298.795320,46.670448
K01613.02,0.90,486.0,285.476590,41.632717
K03365.01,3.94,721.0,291.999760,49.301811
K03366.01,1.12,712.0,296.902500,47.628281
K03367.01,1.88,653.0,298.191620,48.396259
K03368.01,1.45,843.0,285.412660,40.425770
K03369.01,51.86,487.0,293.456090,41.045849
K03434.01,1.24,864.0,293.345210,44.700642
K03435.01,1.58,596.0,289.006320,39.093342
K03436.01,1.14,409.0,283.986330,41.650410
K07746.01,2.27,263.0,293.380490,41.151901
K03437.01,2.18,928.0,288.883330,39.744560
K03437.02,3.51,702.0,288.883330,39.744560
K03506.01,87.20,1214.0,301.146030,44.869659
K03510.01,49.34,362.0,294.159520,45.375919
K01803.02,1.37,589.0,286.635530,39.488621
K07764.01,2.83,449.0,292.010500,41.467098
K03511.01,193.91,847.0,291.170590,38.765209
K03512.01,59.15,1031.0,283.074040,41.540878
K03513.01,65.00,1504.0,298.800200,46.665539
K03593.01,45.43,575.0,291.018800,38.569859
K03594.01,35.18,692.0,296.734500,39.186111
K07779.01,1.20,1766.0,292.706600,41.894218
K03595.01,26.00,420.0,296.222930,47.923920
K03596.01,59.23,928.0,293.263280,45.349419
K03597.01,40.46,1977.0,299.971560,45.811932
K03370.01,1.52,498.0,289.438960,49.731220
K03370.02,1.23,797.0,289.438960,49.731220
K07735.01,4.05,400.0,285.369930,40.907429
K03371.01,1.32,404.0,285.313810,48.725250
K03372.01,2.28,660.0,297.480900,46.589142
K03373.01,22.31,455.0,287.349460,38.286041
K03438.01,1.08,787.0,289.918520,42.001431
K01731.02,1.26,1478.0,301.469300,44.159649
K07747.01,36.00,2459.0,295.045590,41.104210
K03439.01,2.19,608.0,296.107910,39.319908
K03440.01,2.21,564.0,295.167210,38.637081
K03441.01,56.02,665.0,285.438050,47.903450
K03514.01,49.76,220.0,291.543910,42.638988
K03515.01,197.85,640.0,292.713170,38.369659
K07766.01,0.83,1284.0,298.139650,41.417229
K03516.01,83.77,749.0,295.366030,46.377232
K03517.01,61.42,420.0,295.885220,42.621880
K03518.01,153.32,1407.0,300.790010,44.653400
K03520.01,89.83,429.0,294.143710,38.877392
