kepoi_name,koi_prad,koi_teq,ra,dec
K02151.01,2.05,1346.0,300.225190,43.758179
K02152.01,2.35,526.0,288.280520,46.340900
K02224.01,1.48,1128.0,294.189270,45.151581
K02224.02,1.47,391.0,294.189270,45.151581
K02225.01,2.33,1432.0,296.724490,49.532711
K00232.04,2.39,618.0,291.111880,39.949108
K02226.01,2.51,805.0,297.525420,49.401451
K00238.01,2.79,817.0,296.998630,42.781960
K02308.01,2.55,555.0,292.232420,38.892220
K02309.01,2.49,529.0,291.282070,46.965988
K02310.01,1.82,644.0,294.525450,49.872471
K02311.01,,,287.241180,39.332760
K02311.02,,,287.241180,39.332760
K02312.01,2.38,505.0,297.283170,46.904530
K02079.01,0.83,2161.0,294.978820,46.005650
K02080.01,2.95,411.0,293.230220,48.281368
K02080.02,2.96,554.0,293.230220,48.281368
K02081.01,4.27,1506.0,291.729160,38.070019
K02082.01,2.59,682.0,294.566930,46.075802
K02153.01,2.81,568.0,281.569950,47.398689
K02153.02,1.73,753.0,281.569950,47.398689
K02154.01,2.43,770.0,288.308690,51.478291
K00227.01,2.45,350.0,284.352020,41.519199
K02155.01,2.11,1061.0,294.517670,50.670399
K02156.01,1.66,621.0,286.594270,37.891258
K02227.01,3.93,485.0,292.247800,47.878448
K02228.01,39.16,562.0,293.417940,48.198849
K02229.01,2.54,694.0,293.983580,39.572880
K02230.01,0.98,2669.0,300.778750,45.110222
K02232.01,3.87,380.0,291.813020,38.088181
K02233.01,2.83,1508.0,295.475370,45.239979
K02313.01,2.14,724.0,288.479640,47.101768
K02314.01,2.67,701.0,286.892000,38.318550
K02315.01,1.76,507.0,297.285490,41.305592
K02316.01,2.05,775.0,283.103850,43.148041
K00238.02,1.40,706.0,296.998630,42.781960
K02083.01,2.53,1021.0,284.490330,42.648289
K00222.01,2.00,575.0,287.891630,39.339130
K02084.01,3.02,1047.0,294.840030,39.085991
K02086.01,1.64,1102.0,288.961240,42.265011
K02086.02,1.84,1023.0,288.961240,42.265011
K02158.01,2.82,1533.0,297.651430,40.352551
K02159.01,1.32,964.0,285.138310,45.004539
K02159.02,1.33,1418.0,285.138310,45.004539
K02160.01,2.89,778.0,295.481230,40.731979
K02160.02,,,295.481230,40.731979
K02162.01,1.68,374.0,285.691990,45.689388
K02236.01,4.22,720.0,288.617920,48.098412
K02236.02,2.50,851.0,288.617920,48.098412
K02237.01,2.81,455.0,289.979340,40.142830
K00232.05,2.22,543.0,291.111880,39.949108
K02238.01,0.86,806.0,290.434020,44.107651
K02317.01,1.23,1158.0,298.426330,47.946781
K02318.01,1.25,609.0,284.999630,49.479980
K02319.01,1.56,718.0,283.754820,45.335178
K02321.01,2.37,421.0,296.707240,41.203651
K02323.01,,,286.072020,45.136711
K02324.01,1.55,1711.0,289.677860,43.458134
K02086.03,1.69,929.0,288.961240,42.265011
K02087.01,1.44,667.0,281.561460,42.450500
K02090.01,1.69,584.0,291.092740,49.190060
K02091.01,2.12,713.0,291.912870,40.953892
K02092.01,5.14,512.0,293.293640,42.196350
K02163.01,1.76,865.0,295.626590,49.130428
K02164.01,1.65,994.0,293.217380,42.720711
K00229.01,5.81,1210.0,290.765870,38.927959
K02166.01,3.36,424.0,293.063350,39.403450
K02167.01,5.09,737.0,291.604490,41.309361
K02241.01,2.31,1034.0,298.084530,40.283249
K02242.01,1.94,1343.0,289.147220,45.866180
K02243.01,2.34,1314.0,297.477110,39.877239
K02245.01,2.45,609.0,288.820590,39.522820
K02246.01,1.33,787.0,288.924010,46.057629
K02325.01,1.57,1520.0,292.513980,42.651760
K02327.01,1.73,952.0,291.657780,48.009312
K02328.01,2.42,600.0,282.140560,43.896580
K02329.01,1.37,806.0,292.769930,48.899620
K00239.01,4.59,1125.0,297.201540,41.730209
K02092.02,4.00,671.0,293.293640,42.196350
K02093.01,20.75,2628.0,292.954160,41.934799
K00222.02,1.60,455.0,287.891630,39.339130
K02094.01,3.44,496.0,295.662870,44.525841
K02095.01,1.50,1664.0,299.785460,43.670750
K02167.02,1.39,1047.0,291.604490,41.309361
K02168.01,1.60,1326.0,296.852050,49.084438
K02168.02,1.87,848.0,296.852050,49.084438
K02169.01,0.92,904.0,285.207490,45.384350
K02169.02,0.68,1072.0,285.207490,45.384350
K02247.01,0.79,732.0,283.121030,43.525639
K02248.01,1.30,1059.0,292.239930,48.511570
K02248.02,1.05,704.0,292.239930,48.511570
K02248.03,1.08,1638.0,292.239930,48.511570
K00233.01,5.31,1508.0,295.241820,40.155209
K02331.01,1.37,1453.0,288.144780,51.275620
K02332.01,1.24,1329.0,292.252470,40.792721
K02333.01,1.20,1317.0,282.394620,48.759140
K02333.02,1.39,1056.0,282.394620,48.759140
K02335.01,1.51,676.0,291.699550,38.145271
K02096.01,1.94,703.0,300.619690,45.788921
K02097.01,2.06,508.0,297.723140,47.112659
K02098.01,2.26,776.0,284.978000,41.420158
K02099.01,3.37,480.0,292.301240,38.267040
K02100.01,1.22,1108.0,293.262450,41.365120
K02169.03,0.64,981.0,285.207490,45.384350
K02169.04,0.37,1225.0,285.207490,45.384350
K02171.01,1.43,1159.0,295.651490,49.261292
K00026.01,12.36,962.0,294.732820,40.150341
K00230.01,37.24,981.0,294.517460,38.956341
K02172.01,3.41,829.0,295.164000,39.201408
K02554.01,13.72,325.0,292.379790,47.644611
K02554.02,0.94,510.0,292.379790,47.644611
K02555.01,1.09,886.0,287.856990,40.547180
K02556.01,1.50,496.0,295.102420,40.572392
K02557.01,1.31,619.0,294.123900,48.348999
K02633.01,46.43,870.0,295.142940,49.993069
K00253.02,1.57,359.0,285.574340,49.962269
K02634.01,2.42,588.0,286.150150,37.411369
K02635.01,2.04,954.0,289.033020,40.086891
K02636.01,0.59,1156.0,289.686710,41.588928
K02409.01,1.42,1757.0,296.553070,46.966290
K02410.01,,,285.742980,44.857830
K00244.01,4.75,934.0,286.638400,39.487881
K02410.02,,,285.742980,44.857830
K02411.01,3.21,808.0,280.314880,43.985710
K02412.01,9.48,2241.0,297.111570,47.534691
K02413.01,1.49,545.0,291.342590,38.363129
K02484.01,1.47,501.0,283.885100,47.637218
K02485.01,1.68,660.0,285.173340,48.770039
K02486.01,1.42,1371.0,280.690460,43.919182
K02487.01,3.10,694.0,295.239260,42.726479
K00031.01,50.60,6637.0,294.031800,42.468845
K00250.02,2.64,385.0,284.940980,46.566540
K02558.01,31.18,1561.0,299.413330,40.428478
K02559.01,1.21,913.0,291.606750,42.035919
K02560.01,1.68,543.0,295.705170,39.756840
K02561.01,0.77,1213.0,282.956940,42.825619
K02637.01,1.15,1233.0,284.728940,46.206478
K02638.01,1.50,1203.0,293.941160,41.590500
K02639.01,2.22,691.0,285.365170,49.201561
K02639.02,5.75,1573.0,285.365170,49.201561
K02640.01,,,291.809840,45.435478
K02641.01,0.84,1270.0,294.995850,45.119579
K02413.02,1.47,406.0,291.342590,38.363129
K02414.01,1.30,670.0,286.026120,44.782871
K02414.02,1.61,531.0,286.026120,44.782871
K02415.01,2.12,1093.0,292.315120,40.838821
K02416.01,1.77,1012.0,288.207640,45.683479
K00247.01,1.91,391.0,284.998600,50.146790
K02488.01,1.50,933.0,291.474300,44.683510
K02489.01,1.82,1074.0,292.690400,37.934570
K02490.01,1.88,584.0,292.901610,38.297081
K02491.01,1.48,1252.0,296.075680,45.627060
K02562.01,1.33,1312.0,295.852660,47.503578
K02563.01,1.34,738.0,288.095640,40.365971
K02564.01,4.96,757.0,293.573940,45.384541
K02565.01,2.15,1430.0,295.558200,50.828388
K02566.01,0.86,1244.0,293.674260,45.517239
K02642.01,2.46,735.0,291.136380,50.575939
K00254.01,10.60,730.0,292.872890,41.064270
K02643.01,1.35,734.0,286.604160,42.440319
K02644.01,1.24,1502.0,282.405940,46.904480
K02645.01,1.82,1455.0,295.062410,49.049278
K02646.01,16.99,1790.0,292.487030,41.311119
K02417.01,2.89,347.0,294.005430,46.310692
K00244.02,2.53,1185.0,286.638400,39.487881
K02418.01,1.68,196.0,297.486690,46.996712
K02419.01,3.41,946.0,283.264500,41.711449
K02420.01,1.64,870.0,288.588350,42.605659
K02492.01,1.49,2335.0,285.404940,49.994740
K02493.01,1.60,1681.0,297.841490,46.967682
K02494.01,2.33,823.0,295.591250,42.555241
K02495.01,4.91,3081.0,297.859380,40.326939
K02496.01,0.91,1775.0,297.048520,46.867981
K02567.01,1.33,1055.0,296.449010,46.623589
K00250.03,1.21,652.0,284.940980,46.566540
K02569.01,1.37,956.0,296.603000,44.140820
K02571.01,0.96,1629.0,293.137050,42.350479
K02572.01,2.15,935.0,281.592350,43.177879
K02647.01,1.94,778.0,290.989230,50.308060
K02648.01,1.88,2797.0,290.847140,37.864052
K02649.01,1.20,891.0,284.287140,42.355610
K02650.01,1.14,292.0,293.511080,45.136589
K02650.02,1.00,497.0,293.511080,45.136589
K02421.01,0.55,903.0,298.419310,45.071442
K02422.01,1.59,523.0,296.550050,49.102322
K02423.01,2.32,604.0,297.375090,46.662209
K02424.01,1.86,625.0,287.522030,51.375858
K02425.01,1.10,1434.0,295.962830,50.240250
K02497.01,2.78,396.0,285.232450,48.806721
K00248.01,2.25,509.0,292.294590,40.591789
K02498.01,0.73,786.0,291.628780,41.208599
K02499.01,2.45,1075.0,295.017400,40.728001
K02501.01,2.11,1532.0,294.509770,40.726452
K02573.01,23.45,1346.0,298.777560,44.119942
K02574.01,1.32,2009.0,295.466580,46.012402
K02576.01,1.03,708.0,288.771120,39.667980
K02577.01,20.83,1793.0,291.287720,50.909149
K02578.01,25.95,815.0,281.260130,42.403290
K02651.01,2.35,787.0,285.574920,49.960892
K00255.01,2.47,314.0,287.858120,42.542629
K02652.01,2.94,715.0,285.276430,39.446911
K02654.01,1.75,733.0,297.339450,46.347252
K02655.01,1.83,678.0,294.478330,46.945862
K02426.01,0.70,985.0,284.903020,43.953960
K02427.01,1.15,1134.0,283.027250,47.249882
K00245.01,1.90,458.0,284.059540,44.518215
K02428.01,2.11,648.0,297.185640,46.825298
K02429.01,17.94,1346.0,299.078280,46.786160
K02503.01,0.96,552.0,294.391050,44.762959
K02504.01,2.34,625.0,296.188290,43.936852
K02505.01,29.27,3399.0,297.688810,40.643661
K02506.01,1.79,949.0,288.771820,42.213219
K02507.01,1.93,843.0,296.601410,44.325260
K02579.01,1.53,1455.0,293.988710,46.718021
K02580.01,1.59,1123.0,295.354460,48.515400
K00250.04,2.13,276.0,284.940980,46.566540
K02581.01,0.87,697.0,294.350920,50.081089
K02582.01,2.01,617.0,295.846530,49.936131
K02668.01,1.40,1883.0,283.920040,40.740131
K02669.01,46.07,291.0,290.751830,49.972301
K02670.01,24.40,387.0,281.055940,43.923740
K02671.01,59.50,655.0,290.230320,37.777481
K02671.02,5.97,700.0,290.230320,37.777481
K02672.01,4.70,390.0,296.132810,48.977402
K02430.01,1.50,780.0,288.106080,38.659061
K02431.01,1.91,701.0,293.244870,45.298279
K02432.01,1.85,480.0,295.624690,42.545898
K02433.01,3.12,829.0,294.338470,50.336540
K02433.02,2.94,951.0,294.338470,50.336540
K02508.01,1.51,818.0,297.907380,45.032310
K02509.01,1.13,907.0,286.483640,46.752621
K00248.02,2.13,443.0,292.294590,40.591789
K02510.01,18.13,683.0,299.036410,40.583172
K02511.01,1.09,1119.0,291.358670,44.424252
K02583.01,0.60,1187.0,283.429110,47.592510
K02585.01,0.95,1125.0,288.660770,43.368080
K02586.01,1.66,1418.0,290.176180,46.698341
K02587.01,1.13,764.0,295.462340,40.776970
K02588.01,1.50,598.0,289.742770,50.787041
K02656.01,1.33,1083.0,296.005430,44.718510
K02657.01,0.58,941.0,292.761750,45.727242
K02658.01,2.08,834.0,286.224640,44.654469
K02659.01,2.57,549.0,284.796940,45.099091
K02660.01,2.39,768.0,292.869840,46.741859
K02434.01,29.55,526.0,292.357450,42.389149
K02435.01,2.60,895.0,291.374080,40.263371
K02436.01,2.59,366.0,295.629270,44.690620
K00245.02,0.72,564.0,284.059540,44.518215
K02437.01,1.93,1389.0,297.905790,40.162861
K02512.01,3.14,645.0,284.719880,46.250790
K02513.01,28.47,758.0,293.668850,46.379250
K02514.01,1.33,1638.0,297.409060,39.490292
K02516.01,1.43,1701.0,295.453670,42.858799
K02517.01,1.21,1677.0,289.884370,45.211498
K02589.01,1.19,1703.0,291.278990,47.687649
K02590.01,1.01,1114.0,293.507020,50.450119
K02592.01,2.87,348.0,287.752290,42.244781
K00004.01,12.94,2034.0,294.356540,38.947380
K00033.01,51.34,9983.0,296.967900,40.926769
K00251.01,2.54,590.0,298.258120,47.604939
K02662.01,0.79,662.0,285.928890,38.520981
K02664.01,2.66,491.0,298.735230,40.764160
K00256.01,6.51,734.0,285.185120,49.565369
K02665.01,0.73,1797.0,291.532100,50.681599
K02666.01,3.47,411.0,284.119780,40.524281
K02667.01,1.51,1694.0,293.624420,38.732479
K02438.01,1.80,1252.0,284.146090,40.272331
K02439.01,1.92,1183.0,293.127380,42.320099
K02440.01,1.32,1121.0,282.999730,40.557449
K02441.01,0.81,883.0,290.239870,39.564529
K02442.01,1.95,513.0,289.858890,48.693851
K02518.01,24.20,2280.0,290.536070,40.705849
K02519.01,2.25,717.0,288.903900,39.154209
K02520.01,1.75,732.0,284.585780,47.079529
K00248.03,1.57,717.0,292.294590,40.591789
K02521.01,2.64,489.0,285.869290,42.728088
K02593.01,0.98,874.0,281.835330,44.155918
K02594.01,2.42,888.0,280.258390,43.835758
K02595.01,1.24,1052.0,290.995270,45.192211
K02595.02,1.12,901.0,290.995270,45.192211
K02596.01,30.39,351.0,291.200810,38.747849
K02672.02,3.32,496.0,296.132810,48.977402
K00257.01,2.63,1080.0,284.635190,40.719830
K02673.01,44.14,1022.0,297.465940,48.089329
K02674.01,9.52,391.0,289.651250,43.824421
K02674.02,1.50,1019.0,289.651250,43.824421
K02674.03,1.36,1671.0,289.651250,43.824421
K02443.01,1.01,994.0,287.798190,45.656712
K02443.02,1.00,826.0,287.798190,45.656712
K02444.01,2.53,612.0,294.576230,38.456970
K02445.01,11.97,481.0,289.884460,41.906551
K00245.03,0.27,656.0,284.059540,44.518215
K02447.01,0.83,2291.0,289.078700,39.040340
K02521.02,1.94,881.0,285.869290,42.728088
K02522.01,1.25,774.0,299.381590,45.592239
K02523.01,2.88,774.0,299.169530,43.441090
K02524.01,2.41,627.0,287.838470,43.153229
K02525.01,1.95,355.0,285.291930,41.255692
K02597.01,1.52,1035.0,296.301970,50.672321
K02597.02,1.61,901.0,296.301970,50.672321
K02597.03,1.41,1165.0,296.301970,50.672321
K02598.01,1.35,614.0,292.324190,43.033451
K02600.01,1.19,1728.0,294.535160,46.506149
K02375.01,1.62,437.0,292.360260,42.398022
K02376.01,2.34,591.0,285.142640,49.800671
K02377.01,1.55,646.0,299.292270,41.153080
K00241.03,1.06,892.0,286.752780,49.064911
K02378.01,1.19,1046.0,297.463620,48.181412
K02448.01,3.28,639.0,284.606200,41.196381
K02449.01,3.41,474.0,291.550510,50.825611
K02450.01,1.86,690.0,294.009460,42.880772
K02451.01,2.01,703.0,283.178800,41.989922
K02452.01,1.33,1179.0,295.260680,40.766392
K02526.01,0.87,385.0,291.398860,38.228611
K02527.01,0.55,1008.0,287.142700,43.616051
K02528.01,3.28,776.0,285.673770,45.639858
K02529.01,2.75,503.0,301.720760,44.412060
K00248.04,1.53,371.0,292.294590,40.591789
K00251.02,0.80,529.0,298.258120,47.604939
K02601.01,1.64,1548.0,292.994690,43.180672
K02602.01,1.58,796.0,289.134670,47.062988
K02603.01,1.77,563.0,291.457550,37.742935
K02604.01,16.25,558.0,290.824370,45.355019
K02379.01,20.75,585.0,295.065830,46.466389
K02380.01,1.59,990.0,294.185610,38.108669
K02381.01,1.35,871.0,291.179990,39.105080
K02382.01,1.38,3834.0,284.032930,42.168709
K02383.01,1.56,1191.0,287.405330,45.918011
K02453.01,0.84,608.0,294.468480,44.753960
K02454.01,1.04,1565.0,291.286320,49.243080
K02455.01,1.77,1118.0,286.507390,41.922131
K02456.01,24.49,744.0,287.760830,40.742771
K00245.04,,,284.059540,44.518215
K02457.01,1.45,1839.0,282.301210,46.516201
K02530.01,2.50,657.0,287.805570,45.340549
K02531.01,1.96,523.0,295.103910,39.268749
K02532.01,2.27,760.0,288.029690,40.344151
K02533.01,3.34,1598.0,286.715640,48.645279
K02534.01,1.62,1484.0,286.344300,37.411968
K02605.01,1.30,1309.0,292.844480,47.550419
K02606.01,45.49,1826.0,299.548650,41.241371
K02607.01,2.07,2131.0,290.684690,40.255451
K02608.01,1.84,2017.0,285.713500,41.605885
K02609.01,1.26,975.0,295.433750,42.167660
K02384.01,39.80,916.0,289.373810,50.934341
K02385.01,2.74,406.0,282.017400,44.385780
K02386.01,28.42,827.0,294.940090,39.232571
K02387.01,1.87,1542.0,289.186680,50.937561
K00028.01,82.46,1413.0,287.164860,39.376942
K02458.01,1.63,1043.0,290.744320,43.260780
K02460.01,1.51,554.0,287.657410,48.982159
K02461.01,2.47,676.0,294.533540,46.618271
K02462.01,1.75,1097.0,298.991700,40.142422
K02463.01,1.04,1035.0,288.059300,51.354450
K02534.02,1.39,1222.0,286.344300,37.411968
K02535.01,2.96,386.0,284.747920,46.373619
K02536.01,2.43,542.0,285.219850,38.805882
K02537.01,2.01,344.0,292.023410,48.226959
K02538.01,1.46,420.0,286.285950,37.387058
K00249.01,1.57,374.0,284.921840,45.972401
K02610.01,2.74,1065.0,292.093320,37.613480
K00252.01,2.64,362.0,290.401490,48.822590
K02611.01,1.62,1324.0,291.853180,45.110920
K02613.01,2.41,417.0,292.703430,46.415871
K02615.01,1.49,1098.0,290.685240,43.859638
K02616.01,1.80,1589.0,290.651250,41.234505
K00242.01,5.53,880.0,290.636510,38.707668
K02388.01,0.99,988.0,296.118100,50.516590
K02389.01,1.33,684.0,291.578980,44.531712
K02390.01,3.21,1159.0,297.215790,47.378521
K02392.01,1.40,899.0,297.070370,42.977741
K02464.01,0.72,1597.0,290.302950,46.790810
K02465.01,1.25,1106.0,295.783810,43.182400
K02466.01,0.88,830.0,284.828030,44.608730
K02466.02,0.91,515.0,284.828030,44.608730
K00246.01,2.21,1140.0,291.032320,49.040272
K02539.01,1.07,1155.0,293.966890,42.841888
K02540.01,1.57,998.0,294.070400,38.181702
K02541.01,3.36,1425.0,290.621830,51.057301
K02542.01,0.67,849.0,283.401950,41.516331
K02543.01,1.37,1344.0,295.909210,51.347939
K02617.01,1.43,739.0,289.377040,40.001160
K02618.01,1.36,763.0,287.138280,41.777710
K02619.01,1.71,1195.0,284.905730,43.949162
K02620.01,2.27,645.0,296.753390,49.378109
K02621.01,1.97,934.0,284.282590,46.991638
K02393.01,1.32,848.0,294.664700,39.783829
K02395.01,2.46,793.0,290.062930,39.922272
K02397.01,1.47,632.0,285.822330,45.711891
K02398.01,91.91,3766.0,289.939270,41.502659
K02399.01,0.89,1246.0,294.889650,49.379768
K02467.01,1.15,1049.0,294.224460,50.075588
K02468.01,1.74,647.0,296.894840,44.371780
K02469.01,2.34,284.0,298.594820,41.435940
K02470.01,1.08,1496.0,297.786470,45.417480
K02471.01,1.66,542.0,287.706880,40.685242
K02544.01,2.38,573.0,285.803220,44.873428
K02545.01,1.42,1384.0,284.593720,46.449780
K02546.01,1.13,1843.0,298.346530,40.139790
K02547.01,1.48,946.0,296.455750,39.598591
K02548.01,19.10,5171.0,288.181980,46.246181
K00250.01,2.83,431.0,284.940980,46.566540
K02622.01,1.11,2324.0,288.416840,47.731091
K00253.01,2.73,530.0,285.574340,49.962269
K02623.01,0.92,1183.0,290.025910,48.335949
K02624.01,3.52,401.0,291.268100,44.488190
K02625.01,1.37,1029.0,291.397860,45.588558
K02626.01,1.58,242.0,294.366090,49.915058
K02400.01,2.21,756.0,299.061680,43.720329
K00243.01,9.16,1385.0,293.670100,46.295670
K02401.01,1.51,359.0,290.836270,47.444939
K02402.01,1.54,557.0,285.295750,44.552750
K02403.01,1.32,872.0,286.625760,37.537300
K02472.01,2.07,1431.0,287.793850,45.980240
K02473.01,1.84,1047.0,291.959990,44.900021
K02474.01,42.05,291.0,294.397490,44.124199
K02475.01,1.27,897.0,288.881230,44.959209
K02476.01,1.01,942.0,297.223940,47.025162
K00246.02,0.91,941.0,291.032320,49.040272
K02549.01,0.99,987.0,296.960170,47.964771
K02550.01,1.98,683.0,297.240170,49.616859
K02551.01,1.53,537.0,296.723050,49.106659
K02552.01,1.32,1368.0,293.500490,44.932461
K02553.01,2.40,330.0,292.307430,46.626640
K02627.01,3.24,1285.0,292.125210,41.407810
K02628.01,1.27,1790.0,289.956510,47.020390
K02629.01,1.82,843.0,298.754910,46.941589
K02631.01,1.59,508.0,282.239690,43.244049
K02632.01,1.36,1373.0,284.422730,49.106220
K02404.01,1.65,1378.0,291.877990,41.769581
K02405.01,25.50,3165.0,289.802980,47.259159
K02406.01,3.76,1453.0,290.633300,40.136990
K02407.01,2.13,809.0,296.376920,50.621471
K02408.01,2.11,369.0,287.066380,41.874908
K02477.01,2.66,822.0,286.251650,42.378479
K02478.01,2.12,741.0,297.588010,40.577980
K02479.01,2.11,772.0,292.885280,41.279240
K02481.01,15.96,1326.0,294.782350,39.596519
K02482.01,2.44,487.0,292.115170,49.256432
K02483.01,1.44,665.0,298.950320,46.692799
K02840.01,0.92,1112.0,298.353610,41.820068
K02840.02,0.77,879.0,298.353610,41.820068
K02841.01,2.73,289.0,293.639400,44.982529
K02842.01,1.73,648.0,282.250210,44.921108
K02842.02,1.72,436.0,282.250210,44.921108
K02917.01,1.37,2190.0,289.793400,38.385078
K02918.01,13.96,1807.0,281.559360,42.520489
K02919.01,25.82,1205.0,288.750730,47.490921
K02920.01,1.48,1011.0,280.823390,42.636051
K00276.01,2.40,584.0,289.664400,48.706211
K02702.01,3.82,455.0,297.629360,41.637459
K02703.01,2.72,202.0,290.376310,41.150742
K00260.02,2.51,475.0,289.347320,44.208511
K02704.01,1.56,341.0,298.736110,46.498634
K02704.02,0.92,401.0,298.736110,46.498634
K02705.01,1.24,557.0,290.956150,49.366398
K02763.01,1.08,1676.0,286.049900,38.960201
K02764.01,1.19,795.0,291.231480,47.033932
K02765.01,1.74,1783.0,290.637360,48.883133
K02766.01,77.12,3384.0,297.110570,39.703911
K02767.01,1.08,1736.0,291.253080,40.216671
K02844.01,1.06,1162.0,297.380280,39.941071
K02845.01,0.93,998.0,288.416530,47.878731
